Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0.15,S,0.15,0.03425647,0,0.6555754,0,115.1024,11.80588,0.06322707,0,38.24575,46.76408,2.650382,281.473176257438,280.143773015565,27.3242638154189,40.8965806514485,36.57759,3.622354,85,85,2.427472,0.2440435
0.16,S,0.16,0.03659609,0,0.6542718,0,115.2881,11.80045,0.07201417,0,38.2368,46.76408,2.653167,282.099632189586,280.767876001503,27.3788657015648,43.5419471337925,39.38527,3.896143,85,85,2.807286,0.2816359
0.17,S,0.17,0.03896334,0,0.6528561,0,115.4737,11.79501,0.08145445,0,38.22785,46.76408,2.655951,282.725180632703,281.391074769059,27.433388491186,46.2140061655939,42.19918,4.170477,85,85,3.215209,0.321969
0.18,S,0.18,0.04135447,0,0.6513633,0,115.6594,11.78956,0.09154776,0,38.2189,46.76408,2.658736,283.349796683144,282.013344509754,27.4878300126007,48.9094578810477,45.01931,4.445355,85,85,3.651301,0.3650482
0.19,S,0.19,0.04376656,0,0.6498203,0,115.8451,11.78411,0.1022943,0,38.20995,46.76408,2.661521,283.973417426997,282.634622547523,27.5421847823794,51.6256662698522,47.84566,4.720777,85,85,4.115626,0.4108789
0.2,S,0.2,0.04619723,0,0.6482475,0,116.0308,11.77864,0.1136945,0,38.201,46.76408,2.664306,284.59612490153,283.254990612943,27.5964599510362,54.360479244757,50.67821,4.996742,85,85,4.608245,0.4594665
0.21,S,0.21,0.04864456,0,0.6466607,0,116.2281,11.77317,0.1257491,0,38.19205,46.76408,2.66709,285.249482356216,283.905893368844,27.6534065700321,57.1124543599124,53.51727,5.273276,85,85,5.129223,0.5108166
0.22,S,0.22,0.05110726,0,0.6450717,0,116.5296,11.76769,0.1384604,0,38.1831,46.76408,2.669875,286.186874912029,284.839763838716,27.735109666592,59.8829067704096,56.36567,5.550627,85,85,5.678638,0.5649361
0.23,S,0.23,0.05358651,0,0.6434876,0,116.8311,11.76219,0.1518434,0,38.17415,46.76408,2.67266,287.123642484914,285.773011378953,27.8167582800234,62.6706606423173,59.2234,5.828795,85,85,6.256583,0.6218332
0.24,S,0.24,0.05608127,0,0.6419156,0,117.1327,11.75669,0.1659014,0,38.1652,46.76408,2.675445,288.059871672096,286.705722264547,27.8983599609157,65.4747380860484,62.09046,6.107779,85,85,6.863152,0.6815161
0.25,S,0.25,0.05859063,0,0.6403607,0,117.4342,11.75116,0.180638,0,38.15625,46.76408,2.678229,288.995511254057,287.637845493953,27.9799100175543,68.2943035286949,64.96684,6.387578,85,85,7.498438,0.7439928
0.26,S,0.26,0.06111388,0,0.6388375,0,117.7358,11.74563,0.1960601,0,38.1473,46.76408,2.681014,289.930591716102,288.569411396904,28.0614115627337,71.1286554188014,67.85254,6.668192,85,85,8.162536,0.8092716
0.27,S,0.27,0.06365037,0,0.6389891,0,118.0373,11.74008,0.2127185,0,38.13835,46.76408,2.683799,290.863561997834,289.498874768839,28.1427291790263,73.9771648697433,70.74753,6.949619,85,85,8.855536,0.8773607
0.28,S,0.28,0.06619956,0,0.6390775,0,118.3389,11.73451,0.230125,0,38.1294,46.76408,2.686584,291.795779026364,290.427587462511,28.2239809082362,76.8393068898459,73.6518,7.231859,85,85,9.577532,0.9482681
0.29,S,0.29,0.06876096,0,0.6391118,0,118.6405,11.72893,0.248285,0,38.12045,46.76408,2.689368,292.727211785966,291.355518559953,28.3051642752104,79.7146354682769,76.56535,7.514911,85,85,10.32862,1.022002
0.3,S,0.3,0.07133418,0,0.6390992,0,118.8784,11.72334,0.2672041,0,38.1115,46.76408,2.692153,293.4831908246,292.108655321711,28.3710553686383,82.6010479823551,79.48644,7.798622,85,85,11.10888,1.09857
0.31,S,0.31,0.07391735,0,0.6390466,0,119.0739,11.71773,0.2868755,0,38.10255,46.76408,2.694938,294.121644504532,292.744708468334,28.4267027606165,85.4970365076574,82.41389,8.08289,85,85,11.91838,1.177977
0.32,S,0.32,0.0765091,0,0.6389593,0,119.2693,11.71211,0.3072956,0,38.0936,46.76408,2.697722,294.758962838762,293.379630411694,28.4822511975545,88.4022871141245,85.34769,8.367712,85,85,12.75719,1.26023
0.33,S,0.33,0.07910916,0,0.6388425,0,119.4648,11.70648,0.3284675,0,38.08464,46.76408,2.700507,295.39508850531,294.01336404696,28.5376956821982,91.316513426316,88.28782,8.653089,85,85,13.62536,1.345334
0.3399999,S,0.3399999,0.08171728,0,0.6387002,0,119.6603,11.70085,0.350395,0,38.0757,46.76408,2.703292,296.030017506843,294.645905393203,28.5930358675252,94.2394802535395,91.23428,8.939019,85,85,14.52297,1.433295
0.3499999,S,0.3499999,0.08433325,0,0.638536,0,119.8558,11.6952,0.3730811,0,38.06675,46.76408,2.706077,296.663761689222,295.27726625321,28.6482727861632,97.1709693869445,94.18706,9.225502,85,85,15.45008,1.524117
0.3599999,S,0.3599999,0.08695687,0,0.6383531,0,120.0514,11.68955,0.3965299,0,38.0578,46.76408,2.708861,297.2963041404,295.907429780114,28.703404962972,100.110766790704,97.14613,9.512536,85,85,16.40675,1.617807
0.3699999,S,0.3699999,0.08958794,0,0.6381543,0,120.2469,11.68389,0.4207445,0,38.04885,46.76408,2.711646,297.927641370783,296.53639249877,28.7584320951813,103.05871737077,100.1115,9.80012,85,85,17.39303,1.71437
0.3799999,S,0.3799999,0.09222634,0,0.6379418,0,120.4407,11.67822,0.4457291,0,38.03989,46.76408,2.714431,298.552949248155,297.159348423684,28.812933713574,106.014604939054,103.0831,10.08825,85,85,18.40901,1.813812
0.3899999,S,0.3899999,0.09487187,0,0.6377178,0,120.6188,11.67253,0.4714862,0,38.03094,46.76408,2.717216,299.133678741211,297.737893553438,28.8635496710265,108.977871019239,106.0605,10.37689,85,85,19.45472,1.916138
0.3999999,S,0.3999999,0.09752404,0,0.637484,0,120.7968,11.66685,0.4980163,0,38.022,46.76408,2.72,299.713133389142,298.315168511632,28.9140547452977,111.948394031248,109.0437,10.66603,85,85,20.53024,2.021353
0.4099999,S,0.4099999,0.1001827,7.88386,0.6372423,0,120.9749,11.66115,0.5253225,0,38.01305,46.76408,2.722785,300.291238407708,298.8911,28.96443,114.925969423377,112.0326,10.95567,85,84.4148,21.65057,2.129461
0.4199999,S,0.4199999,0.1028478,7.680046,0.8257392,1.230091,121.1531,11.65544,0.7173857,1.124749,38.00409,46.76408,2.72557,300.432718991128,299.3039,26.01911,117.902359714471,115.0256,11.21586,84.99725,84.43084,22.80083,2.240319
0.4299999,S,0.4299999,0.1055118,7.480005,0.8158766,1.199021,121.3312,11.64972,0.745985,1.152491,37.99514,46.76408,2.728354,301.008759149285,299.8831,26.00768,120.885769074756,118.0244,11.47594,84.989,84.44638,23.98107,2.353778
0.4399998,S,0.4399998,0.1081821,7.283341,0.8064297,1.168471,121.5093,11.644,0.775112,1.179346,37.98619,46.76408,2.731139,301.58408334435,300.4586,26.03054,123.876183667655,121.029,11.73625,84.97536,84.46131,25.19136,2.469839
0.4499998,S,0.4499998,0.1108587,7.089705,0.7973689,1.138387,121.6874,11.63827,0.804765,1.205219,37.97725,46.76408,2.733924,302.158672810192,301.0304,26.08758,126.87349523052,124.0393,11.99713,84.95641,84.47551,26.43175,2.588506
0.4599998,S,0.4599998,0.1135415,6.898778,0.788668,1.108718,121.8656,11.63253,0.8349423,1.230016,37.9683,46.76408,2.736709,302.732627116194,301.5986,26.17877,129.877696234817,127.0553,12.25892,84.93223,84.48888,27.70231,2.709786
0.4699998,S,0.4699998,0.1162306,6.710349,0.7803039,1.079418,122.0002,11.62678,0.8656442,1.253615,37.95934,46.76408,2.739493,303.185484605824,302.0432,26.29341,132.887487827345,130.0757,12.52185,84.90292,84.50132,29.00306,2.83369
0.4799998,S,0.4799998,0.1189246,6.524201,0.7722599,1.050458,122.1059,11.62102,0.8968577,1.275918,37.95039,46.76408,2.742278,303.557108160798,302.4039,26.43481,135.902071504046,133.0997,12.7862,84.86855,84.51273,30.33406,2.96023
0.4899998,S,0.4899998,0.121623,6.340102,0.7645196,1.021807,122.2116,11.61526,0.9285771,1.296835,37.94144,46.76408,2.745063,303.927933554404,302.7608,26.6099,138.921444535884,136.1273,13.0523,84.82924,84.52305,31.69533,3.089423
0.4999998,S,0.4999998,0.1243258,6.157855,0.757067,0.9934325,122.3173,11.6095,0.9608046,1.316267,37.9325,46.76408,2.747848,304.297693792132,303.1136,26.8185,141.945510033763,139.1584,13.32049,84.78506,84.5322,33.08692,3.221287
0.5099998,S,0.5099998,0.1270327,5.977281,0.7498882,0.9653044,122.423,11.60372,0.9935433,1.334114,37.92354,46.76408,2.750633,304.666530069085,303.4624,27.06042,144.974268312472,142.193,13.59109,84.73614,84.54014,34.50885,3.355844
0.5199998,S,0.5199998,0.1297439,5.79822,0.7429719,0.9373993,122.5286,11.59795,1.026799,1.350282,37.91459,46.76408,2.753417,305.034391979664,303.8071,27.33544,148.007725053931,145.2311,13.86444,84.68256,84.5468,35.96116,3.493122
0.5299998,S,0.5299998,0.1324593,5.620558,0.7363068,0.9096934,122.6344,11.59216,1.060578,1.364669,37.90564,46.76408,2.756202,305.401242701441,304.1476,27.64338,151.045788258881,148.2726,14.14087,84.62444,84.55213,37.44389,3.633149
0.5399998,S,0.5399998,0.135179,5.444192,0.729885,0.8821712,122.7401,11.58638,1.09489,1.377182,37.89669,46.76408,2.758987,305.767139272261,304.4839,27.98389,154.088367285825,151.3174,14.42071,84.56187,84.55609,38.95706,3.775957
0.5499998,S,0.5499998,0.1379026,5.26904,0.7236986,0.8548177,122.8241,11.58059,1.129742,1.387718,37.88774,46.76408,2.761771,306.07178442122,304.7559,28.35099,157.134967526026,154.365,14.70422,84.495,84.55865,40.50071,3.921581
0.5599998,S,0.5599998,0.14063,5.095123,0.7177413,0.8276222,122.8215,11.57479,1.165141,1.396143,37.87879,46.76408,2.764556,306.134401639541,304.7836,28.7268,160.183000405736,157.4128,14.99149,84.42393,84.55975,42.07484,4.07006
0.5699998,S,0.5699998,0.1433586,4.922367,0.7120105,0.8005894,122.8189,11.56899,1.201065,1.402397,37.86984,46.76408,2.767341,306.195826264501,304.8067,29.13348,163.232571727175,160.4609,15.28283,84.3488,84.55936,43.67945,4.221431
0.5799997,S,0.5799997,0.1460887,4.750727,0.7065004,0.7737093,122.8163,11.56319,1.23753,1.406392,37.86089,46.76408,2.770126,306.255830212014,304.8249,29.57049,166.283591049181,163.5092,15.57854,84.26973,84.5575,45.31454,4.375738
0.5899997,S,0.5899997,0.1488201,4.580177,0.7012061,0.7469763,122.8137,11.55739,1.274548,1.408046,37.85194,46.76408,2.77291,306.314494225737,304.8382,30.03733,169.335967911612,166.5576,15.87891,84.18687,84.55412,46.98012,4.533025
0.5999997,S,0.5999997,0.1515528,4.410695,0.696124,0.7203878,122.8111,11.5516,1.312134,1.407286,37.84299,46.76408,2.775695,306.371692011272,304.8464,30.53336,172.389713466174,169.6061,16.18424,84.10036,84.54919,48.67618,4.693341
0.6099997,S,0.6099997,0.1542868,4.24229,0.6912499,0.6939414,122.8085,11.5458,1.350306,1.404035,37.83404,46.76408,2.77848,306.427606432841,304.8496,31.058,175.444740272196,172.6546,16.49482,84.01036,84.54272,50.40273,4.856736
0.6199997,S,0.6199997,0.1570219,4.074975,0.6865811,0.6676401,122.8059,11.54,1.389082,1.398232,37.82509,46.76408,2.781265,306.482209170043,304.8477,31.61051,178.50105804588,175.7031,16.81092,83.91701,84.53469,52.15976,5.023265
0.6299997,S,0.6299997,0.1597583,3.908787,0.6821148,0.6414871,122.8033,11.5342,1.428483,1.389816,37.81614,46.76408,2.784049,306.535373015362,304.8405,32.19013,181.558580423194,178.7515,17.13282,83.82049,84.52509,53.94727,5.192984
0.6399997,S,0.6399997,0.1624958,3.743769,0.6778488,0.6154895,122.7872,11.52841,1.468528,1.378731,37.80719,46.76408,2.786834,306.549343364103,304.7904,32.79195,184.616917541898,181.7994,17.46074,83.72097,84.51392,55.76526,5.365952
0.6499997,S,0.6499997,0.165234,3.579968,0.6737806,0.589655,122.7654,11.52261,1.509237,1.364931,37.79824,46.76408,2.789619,306.545793134002,304.7189,33.41729,187.67588003204,184.8466,17.79491,83.61861,84.50117,57.61373,5.54223
0.6599997,S,0.6599997,0.1679729,3.417458,0.6699029,0.5639927,122.7435,11.51681,1.550616,1.348378,37.78929,46.76408,2.792403,306.540675006695,304.6418,34.06698,190.735380926735,187.893,18.13558,83.51361,84.48685,59.49266,5.721882
0.6699997,S,0.6699997,0.1707123,3.256314,0.666224,0.5385148,122.7216,11.51102,1.592713,1.329044,37.78034,46.76408,2.795188,306.534224268178,304.5593,34.73994,193.795431076638,190.9386,18.48298,83.40616,84.47095,61.40204,5.904974
0.6799996,S,0.6799996,0.1734523,3.096616,0.6627362,0.5132344,122.6998,11.50523,1.63554,1.306912,37.77139,46.76408,2.797973,306.526176773241,304.4711,35.4351,196.855941842382,193.9833,18.83733,83.29645,84.45351,63.34188,6.091576
0.6899996,S,0.6899996,0.1761927,2.938458,0.6594373,0.4881651,122.6779,11.49943,1.679124,1.28197,37.76244,46.76408,2.800758,306.516656744968,304.3773,36.15135,199.916923764585,197.0271,19.19884,83.18468,84.43452,65.31215,6.281757
0.6999996,S,0.6999996,0.1789336,2.781945,0.656325,0.4633231,122.6561,11.49364,1.723488,1.254219,37.75349,46.76408,2.803542,306.505570937693,304.2778,36.88747,202.978288832315,200.0699,19.56771,83.07105,84.41399,67.31285,6.47559
0.7099996,S,0.7099996,0.1816749,2.627187,0.6533963,0.4387257,122.6342,11.48785,1.768659,1.22367,37.74454,46.76408,2.806327,306.493111636591,304.1728,37.6422,206.039947708233,203.1116,19.94413,82.9558,84.39193,69.34396,6.673149
0.7199996,S,0.7199996,0.1844165,2.474306,0.6506487,0.4143917,122.5925,11.48206,1.814659,1.190339,37.73559,46.76408,2.809112,306.423238758914,304.0067,38.40739,209.101404535059,206.1517,20.3282,82.83912,84.36839,71.40548,6.874511
0.7299996,S,0.7299996,0.1871581,2.323466,0.6480789,0.3903409,122.4712,11.47627,1.861507,1.154237,37.72664,46.76408,2.811897,306.128664043671,303.6136,39.16045,212.160254726131,209.1878,20.7198,82.72124,84.34337,73.49736,7.079751
0.7399996,S,0.7399996,0.1898973,2.17478,0.6456843,0.3666006,122.3499,11.47049,1.909184,1.115435,37.71769,46.76408,2.814681,305.832240789076,303.2148,39.92674,215.216602381709,212.22,21.11907,82.60241,84.31693,75.61956,7.288945
0.7499996,S,0.7499996,0.1926343,2.028391,0.6434608,0.3431891,122.2286,11.46471,1.957716,1.073986,37.70874,46.76408,2.817466,305.53388963425,302.8103,40.70479,218.270253599988,215.2481,21.52612,82.48284,84.28906,77.77204,7.502171
0.7599996,S,0.7599996,0.195369,1.884438,0.6414042,0.3201305,122.1073,11.45894,2.007119,1.029972,37.69979,46.76408,2.820251,305.233689998227,302.4003,41.49294,221.321211353631,218.2721,21.94105,82.36278,84.25982,79.95477,7.719506
0.7699996,S,0.7699996,0.1981014,1.743066,0.6395102,0.2974474,121.986,11.45317,2.057414,0.9834799,37.69084,46.76408,2.823035,304.931505313686,301.9848,42.28952,224.369379635204,221.2919,22.36395,82.24246,84.22923,82.16769,7.941031
0.7799996,S,0.7799996,0.2008313,1.604415,0.6377738,0.2751635,121.8647,11.44741,2.108616,0.9346129,37.68189,46.76408,2.82582,304.627372981642,301.564,43.09281,227.414757192419,224.3075,22.79488,82.12214,84.19733,84.41076,8.166825
0.7899995,S,0.7899995,0.2035588,1.46864,0.6361896,0.2533018,121.7434,11.44166,2.160741,0.8834832,37.67294,46.76408,2.828605,304.321312061443,301.1381,43.90109,230.45734360303,227.3189,23.23389,82.00205,84.16416,86.68394,8.396969
0.7999995,S,0.7999995,0.2062838,1.335891,0.6347523,0.2318878,121.6222,11.43591,2.213803,0.8302219,37.66399,46.76408,2.83139,304.013200370626,300.7072,44.71248,233.497038682289,230.326,23.68102,81.88244,84.12975,88.98721,8.631543
0.8099995,S,0.8099995,0.2090063,1.206331,0.6334558,0.2109456,121.4592,11.43016,2.267812,0.7749624,37.65504,46.76408,2.834175,303.585534505516,300.1552,45.5086,236.532625920286,233.3276,24.13611,81.76356,84.09415,91.32048,8.870628
0.8199995,S,0.8199995,0.2117252,1.080114,0.6322942,0.1905019,121.2858,11.42442,2.322757,0.7178663,37.64609,46.76408,2.836959,303.126344303012,299.5696,46.29941,239.563695815038,236.3233,24.5991,81.64566,84.05743,93.68372,9.114305
0.8299995,S,0.8299995,0.2144402,0.9573907,0.6312609,0.1705817,121.1124,11.4187,2.37863,0.6591058,37.63714,46.76408,2.839744,302.664920522707,298.9797,47.08708,242.590240916411,239.3131,25.06997,81.52898,84.01962,96.07684,9.36265
0.8399995,S,0.8399995,0.2171511,0.8383126,0.630349,0.1512095,120.939,11.41297,2.435439,0.5988646,37.62819,46.76408,2.842529,302.201143727814,298.3857,47.86967,245.612250543066,242.297,25.54867,81.41376,83.98077,98.49982,9.615743
0.8499995,S,0.8499995,0.2198581,0.7230309,0.6295514,0.1324097,120.7656,11.40726,2.493182,0.5373389,37.61924,46.76408,2.845314,301.734966224258,297.7879,48.64521,248.629610809494,245.2749,26.03512,81.30027,83.94093,100.9526,9.873662
0.8599995,S,0.8599995,0.2225609,0.6116921,0.6288609,0.1142067,120.5923,11.40156,2.551854,0.4747384,37.61029,46.76408,2.848098,301.266414872698,297.1867,49.41172,251.642307779592,248.2468,26.52924,81.18872,83.90016,103.435,10.13648
0.8699995,S,0.8699995,0.2252597,0.5044344,0.62827,0.09662415,120.4189,11.39586,2.611449,0.411284,37.60134,46.76408,2.850883,300.795392161516,296.5824,50.1672,254.650223524308,251.2126,27.03091,81.07937,83.8585,105.9472,10.40428
0.8799995,S,0.8799995,0.2279542,0.4013976,0.6277711,0.07968441,120.2456,11.39017,2.671958,0.3472044,37.59239,46.76408,2.853668,300.321787028813,295.9753,50.9097,257.653338957817,254.1723,27.54001,80.97243,83.81602,108.4889,10.67714
0.8899994,S,0.8899994,0.2306446,0.302708,0.6273564,0.06340991,120.066,11.38449,2.733367,0.2827416,37.58344,46.76408,2.856452,299.828145964,295.3486,51.6345,260.651526135918,257.1258,28.05635,80.86813,83.77279,111.0601,10.95512
0.8999994,S,0.8999994,0.2333305,0.2084956,0.6270184,0.04782089,119.8721,11.37882,2.79566,0.2181413,37.57449,46.76408,2.859237,299.291209053485,294.6798,52.33587,263.644257841934,260.0726,28.57971,80.76669,83.72886,113.6609,11.2383
0.9099994,S,0.9099994,0.2360117,0.1188705,0.6267492,0.03293825,119.6782,11.37316,2.85881,0.1536662,37.56554,46.76408,2.862022,298.751489666823,294.0094,53.01816,266.631504393222,263.0127,29.10989,80.66833,83.68428,116.291,11.52675
0.9199994,S,0.9199994,0.238688,0.03394254,0.6265412,0.01877957,119.4843,11.36751,2.922793,0.08957639,37.55659,46.76408,2.864807,298.20891657268,293.3378,53.67954,269.613234675024,265.9461,29.64668,80.57323,83.63914,118.9505,11.82053
0.9299994,S,0.9299994,0.2413595,-0.04619531,0.6263869,0.005362439,119.2904,11.36186,2.987591,0.02614426,37.54764,46.76408,2.867591,297.663393120244,292.6654,54.31813,272.589415735826,268.8728,30.18986,80.48159,83.59349,121.6392,12.11972
0.9399994,S,0.9399994,0.2440261,-0.1214484,0.626279,-0.007298289,119.0966,11.35623,3.053178,-0.03635963,37.53869,46.76408,2.870376,297.114931215996,291.9927,54.93219,275.559912493058,271.7927,30.73918,80.39359,83.54739,124.3571,12.42436
0.9499994,S,0.9499994,0.2466876,-0.1917491,0.6262103,-0.01918754,118.9027,11.3506,3.119525,-0.09765247,37.52974,46.76408,2.873161,296.56342391066,291.3201,55.51994,278.524784800006,274.7059,31.29438,80.30939,83.50091,127.1042,12.73453
0.9599994,S,0.9599994,0.2493442,-0.2570309,0.626174,-0.03029451,118.7088,11.34499,3.186606,-0.1574624,37.52079,46.76408,2.875946,296.00878640481,290.648,56.07978,281.48399081259,277.6124,31.85518,80.22916,83.45412,129.8803,13.05028
0.9699994,S,0.9699994,0.2519958,-0.3172394,0.6262,-0.04060848,118.515,11.33938,3.254583,-0.2155088,37.51184,46.76408,2.87873,295.450420867007,289.9763,56.61004,284.437386601861,280.5121,32.42128,80.15303,83.40707,132.6854,13.37166
0.9799994,S,0.9799994,0.2546423,-0.3723567,0.626258,-0.05012079,118.1484,11.33378,3.323307,-0.2715035,37.50289,46.76408,2.881515,294.398553539273,288.8228,57.02542,287.380153015741,283.4003,32.99154,80.08112,83.3599,135.5194,13.69872
0.9899994,S,0.9899994,0.2572793,-0.4223593,0.6263298,-0.0588287,117.7387,11.3282,3.392572,-0.3251836,37.49394,46.76408,2.8843,293.220430802587,287.5501,57.38607,290.311018402819,286.2758,33.5654,80.01355,83.31269,138.3822,14.03151
0.9999993,S,0.9999993,0.2599058,-0.4672421,0.6264107,-0.06672843,117.329,11.32263,3.462317,-0.3762774,37.48499,46.76408,2.887084,292.038559399653,286.2794,57.71157,293.229928720168,289.1386,34.14251,79.95041,83.2655,141.2736,14.37005
1.009999,S,1.009999,0.2625216,-0.5070131,0.6264958,-0.07381921,116.9194,11.31708,3.532509,-0.4245246,37.47604,46.76408,2.889869,290.852638010036,285.0108,58.00087,296.136829625391,291.9887,34.72252,79.89178,83.21838,144.1935,14.71437
1.019999,S,1.019999,0.2651268,-0.5416986,0.6265808,-0.08010234,116.5097,11.31156,3.603114,-0.469673,37.46709,46.76408,2.892654,289.66269769803,283.7447,58.2531,299.031661970714,294.8261,35.30505,79.83772,83.17142,147.1417,15.06451
1.029999,S,1.029999,0.2677212,-0.5713444,0.626662,-0.08558197,116.1,11.30605,3.674101,-0.5114858,37.45814,46.76408,2.895439,288.468698305743,282.4814,58.4675,301.91446414126,297.6509,35.88972,79.78827,83.12466,150.1182,15.42049
1.039999,S,1.039999,0.270305,-0.5960104,0.6267365,-0.09026537,115.6903,11.30056,3.745443,-0.5497425,37.44918,46.76408,2.898223,287.270734629307,281.2213,58.64346,304.785175462458,300.4631,36.47615,79.74345,83.07818,153.1228,15.78232
1.049999,S,1.049999,0.272878,-0.6157694,0.6268015,-0.09416201,115.2807,11.29509,3.817112,-0.5842375,37.44024,46.76408,2.901008,286.068653156113,279.9645,58.78055,307.643833995563,303.2628,37.06396,79.70327,83.03202,156.1555,16.15001
1.059999,S,1.059999,0.2754403,-0.6307217,0.6268551,-0.09728348,114.8392,11.28964,3.889081,-0.6147746,37.43129,46.76408,2.903793,284.771707302855,278.6219,58.86223,310.489360227008,306.049,37.65258,79.6677,82.98627,159.2159,16.5236
1.069999,S,1.069999,0.2779909,-0.6409711,0.6268958,-0.09964561,114.35,11.28421,3.961305,-0.6411877,37.42234,46.76408,2.906578,283.334585696163,277.1491,58.88008,313.320467306505,308.8205,38.24138,79.63673,82.94097,162.3042,16.90307
1.079999,S,1.079999,0.2805287,-0.6466519,0.6269227,-0.1012648,113.8608,11.2788,4.033731,-0.6633227,37.41339,46.76408,2.909362,281.893182939133,275.68,58.85834,316.137089866848,311.5773,38.82996,79.61028,82.8962,165.4199,17.28842
1.089999,S,1.089999,0.2830536,-0.6479089,0.6269354,-0.1021622,113.3716,11.27342,4.106335,-0.6810623,37.40443,46.76408,2.912147,280.447446977854,274.2146,58.79731,318.939261185294,314.3195,39.41793,79.58829,82.85201,168.5631,17.67966
1.099999,S,1.099999,0.2855656,-0.6448924,0.6269341,-0.1023608,112.8824,11.26805,4.179109,-0.6943113,37.39548,46.76408,2.914932,278.997464056052,272.753,58.69741,321.726818819721,317.047,40.00491,79.57066,82.80844,171.7336,18.07678
