Time[s],Pressure altitude [m],GPS altitude [m],GPS Valid,Acceleration x [m/s^2], Acceleration y [m/s^2], Acceleration z [m/s^2], Gyro x [deg/s], Gyro y [deg/s], Gyro z [deg/s]
-16.60,152.42,127.96,0,-0.02,-0.08,-9.89,-1.80,1.21,0.45
-16.59,152.46,127.96,0,-0.02,-0.08,-9.87,-1.78,1.20,-0.11
-16.58,152.50,127.96,0,-0.02,-0.08,-9.86,-1.75,1.18,-0.67
-16.57,152.54,127.96,0,-0.02,-0.08,-9.85,-1.72,1.17,-1.24
-16.56,152.58,127.96,0,-0.02,-0.08,-9.84,-1.69,1.15,-1.80
-16.55,152.62,127.96,0,-0.02,-0.08,-9.83,-1.66,1.14,-2.36
-16.54,152.66,127.96,0,-0.02,-0.08,-9.82,-1.63,1.13,-2.91
-16.53,152.70,127.96,0,-0.02,-0.08,-9.81,-1.60,1.12,-3.32
-16.52,152.75,127.96,0,-0.02,-0.08,-9.81,-1.55,1.15,-3.40
-16.51,152.79,127.96,0,-0.03,-0.09,-9.82,-1.50,1.18,-3.44
-16.50,152.83,127.96,0,-0.03,-0.09,-9.82,-1.45,1.21,-3.47
-16.49,152.87,127.96,0,-0.03,-0.10,-9.82,-1.39,1.23,-3.50
-16.48,152.91,127.96,0,-0.04,-0.10,-9.83,-1.34,1.26,-3.52
-16.47,152.95,127.96,0,-0.04,-0.10,-9.83,-1.29,1.29,-3.53
-16.46,152.99,127.96,0,-0.04,-0.11,-9.84,-1.24,1.32,-3.54
-16.45,153.03,127.96,0,-0.05,-0.11,-9.84,-1.19,1.35,-3.53
-16.44,153.04,127.96,0,-0.05,-0.12,-9.85,-1.15,1.38,-3.51
-16.43,153.04,127.96,0,-0.05,-0.12,-9.85,-1.13,1.40,-3.37
-16.42,153.04,127.96,0,-0.05,-0.11,-9.86,-1.21,1.40,-2.66
-16.41,153.03,127.96,0,-0.05,-0.10,-9.87,-1.29,1.39,-1.91
-16.40,153.03,127.96,0,-0.04,-0.10,-9.88,-1.38,1.38,-1.15
-16.39,153.03,127.96,0,-0.04,-0.09,-9.88,-1.48,1.38,-0.38
-16.38,153.02,127.96,0,-0.04,-0.08,-9.89,-1.57,1.37,0.38
-16.37,153.02,127.96,0,-0.04,-0.07,-9.90,-1.66,1.36,1.13
-16.36,153.01,127.96,0,-0.04,-0.07,-9.91,-1.75,1.35,1.87
-16.35,153.01,127.96,0,-0.03,-0.06,-9.92,-1.84,1.34,2.59
-16.34,153.00,127.96,0,-0.03,-0.05,-9.92,-1.93,1.33,3.24
-16.33,153.00,127.96,0,-0.03,-0.06,-9.93,-1.95,1.32,3.07
-16.32,152.99,127.96,0,-0.03,-0.06,-9.93,-1.93,1.30,2.19
-16.31,152.99,127.96,0,-0.03,-0.06,-9.94,-1.89,1.28,1.27
-16.30,152.98,127.96,0,-0.03,-0.06,-9.94,-1.86,1.26,0.32
-16.29,152.98,127.96,0,-0.03,-0.06,-9.95,-1.83,1.24,-0.64
-16.28,152.97,127.96,0,-0.03,-0.07,-9.95,-1.79,1.22,-1.59
-16.27,152.97,127.96,0,-0.03,-0.07,-9.95,-1.76,1.20,-2.55
-16.26,152.96,127.96,0,-0.03,-0.07,-9.96,-1.73,1.18,-3.50
-16.25,152.96,127.96,0,-0.03,-0.07,-9.96,-1.69,1.16,-4.44
-16.24,152.95,127.96,0,-0.03,-0.07,-9.96,-1.66,1.14,-5.36
-16.23,152.94,127.96,0,-0.03,-0.07,-9.96,-1.62,1.12,-6.21
-16.22,152.93,127.96,0,-0.03,-0.08,-9.94,-1.60,1.14,-6.05
-16.21,152.91,127.96,0,-0.03,-0.08,-9.92,-1.58,1.18,-5.18
-16.20,152.90,127.96,0,-0.03,-0.08,-9.91,-1.56,1.22,-4.24
-16.19,152.89,127.96,0,-0.03,-0.08,-9.89,-1.54,1.26,-3.28
-16.18,152.87,127.96,0,-0.03,-0.08,-9.88,-1.53,1.30,-2.31
-16.17,152.86,127.96,0,-0.03,-0.08,-9.86,-1.51,1.34,-1.33
-16.16,152.85,127.96,0,-0.03,-0.08,-9.84,-1.50,1.38,-0.35
-16.15,152.83,127.96,0,-0.03,-0.08,-9.83,-1.48,1.42,0.62
-16.14,152.82,127.96,0,-0.03,-0.08,-9.81,-1.47,1.45,1.57
-16.13,152.81,127.96,0,-0.03,-0.08,-9.81,-1.49,1.46,2.09
-16.12,152.80,127.96,0,-0.02,-0.08,-9.83,-1.54,1.44,2.11
-16.11,152.78,127.96,0,-0.02,-0.08,-9.84,-1.60,1.41,2.09
-16.10,152.77,127.96,0,-0.02,-0.08,-9.85,-1.66,1.38,2.06
-16.09,152.76,127.96,0,-0.02,-0.08,-9.86,-1.72,1.35,2.02
-16.08,152.74,127.96,0,-0.02,-0.08,-9.88,-1.78,1.32,1.97
-16.07,152.73,127.96,0,-0.02,-0.08,-9.89,-1.84,1.29,1.92
-16.06,152.72,127.96,0,-0.02,-0.08,-9.90,-1.90,1.26,1.86
-16.05,152.71,127.96,0,-0.01,-0.08,-9.91,-1.95,1.23,1.80
-16.04,152.70,127.96,0,-0.01,-0.08,-9.92,-2.01,1.20,1.72
-16.03,152.70,127.96,0,-0.01,-0.08,-9.92,-2.03,1.19,1.57
-16.02,152.70,127.96,0,-0.01,-0.08,-9.92,-2.02,1.20,1.32
-16.01,152.70,127.96,0,-0.02,-0.08,-9.92,-2.01,1.20,1.08
-16.00,152.70,127.96,0,-0.02,-0.08,-9.91,-1.99,1.21,0.82
-15.99,152.70,127.96,0,-0.02,-0.08,-9.91,-1.98,1.22,0.57
-15.98,152.70,127.96,0,-0.02,-0.08,-9.90,-1.96,1.23,0.31
-15.97,152.70,127.96,0,-0.02,-0.08,-9.90,-1.95,1.23,0.05
-15.96,152.70,127.96,0,-0.02,-0.08,-9.90,-1.93,1.24,-0.21
-15.95,152.70,127.96,0,-0.03,-0.08,-9.89,-1.92,1.25,-0.47
-15.94,152.70,127.96,0,-0.03,-0.08,-9.89,-1.90,1.26,-0.74
-15.93,152.70,127.96,0,-0.03,-0.08,-9.88,-1.86,1.26,-1.07
-15.92,152.71,127.96,0,-0.02,-0.08,-9.88,-1.81,1.26,-1.44
-15.91,152.71,127.96,0,-0.02,-0.08,-9.87,-1.76,1.26,-1.82
-15.90,152.71,127.96,0,-0.02,-0.08,-9.87,-1.71,1.26,-2.20
-15.89,152.71,127.96,0,-0.01,-0.08,-9.86,-1.66,1.26,-2.57
-15.88,152.71,127.96,0,-0.01,-0.08,-9.86,-1.61,1.26,-2.94
-15.87,152.71,127.96,0,-0.01,-0.08,-9.86,-1.56,1.26,-3.31
-15.86,152.71,127.96,0,-0.01,-0.08,-9.85,-1.51,1.26,-3.67
-15.85,152.70,127.96,0,-0.00,-0.08,-9.85,-1.46,1.26,-4.01
-15.84,152.70,127.96,0,-0.00,-0.08,-9.85,-1.41,1.26,-4.32
-15.83,152.66,127.96,0,-0.00,-0.08,-9.86,-1.42,1.26,-4.19
-15.82,152.63,127.96,0,-0.00,-0.09,-9.89,-1.47,1.26,-3.65
-15.81,152.59,127.96,0,-0.01,-0.09,-9.92,-1.53,1.26,-3.09
-15.80,152.56,127.96,0,-0.01,-0.09,-9.95,-1.59,1.26,-2.52
-15.79,152.52,127.96,0,-0.02,-0.09,-9.98,-1.65,1.26,-1.94
-15.78,152.49,127.96,0,-0.02,-0.09,-10.01,-1.71,1.26,-1.36
-15.77,152.45,127.96,0,-0.02,-0.10,-10.04,-1.77,1.26,-0.79
-15.76,152.42,127.96,0,-0.03,-0.10,-10.06,-1.83,1.26,-0.23
-15.75,152.38,127.96,0,-0.03,-0.10,-10.09,-1.88,1.26,0.32
-15.74,152.34,127.96,0,-0.03,-0.10,-10.12,-1.94,1.26,0.83
-15.73,152.31,127.96,0,-0.04,-0.10,-10.10,-1.96,1.25,0.70
-15.72,152.27,127.96,0,-0.04,-0.10,-10.08,-1.95,1.24,0.00
-15.71,152.24,127.96,0,-0.04,-0.10,-10.07,-1.93,1.22,-0.73
-15.70,152.20,127.96,0,-0.04,-0.09,-10.05,-1.92,1.21,-1.48
-15.69,152.17,127.96,0,-0.04,-0.09,-10.03,-1.91,1.19,-2.24
-15.68,152.13,127.96,0,-0.04,-0.09,-10.00,-1.89,1.18,-2.99
-15.67,152.10,127.96,0,-0.04,-0.08,-9.98,-1.87,1.16,-3.74
-15.66,152.07,127.96,0,-0.04,-0.08,-9.96,-1.86,1.15,-4.47
-15.65,152.04,127.96,0,-0.04,-0.08,-9.94,-1.84,1.14,-5.18
-15.64,152.03,127.96,0,-0.04,-0.08,-9.93,-1.83,1.12,-5.82
-15.63,152.06,127.96,0,-0.03,-0.07,-9.92,-1.81,1.13,-5.44
-15.62,152.09,127.96,0,-0.03,-0.07,-9.92,-1.80,1.14,-4.42
-15.61,152.13,127.96,0,-0.03,-0.07,-9.92,-1.78,1.15,-3.36
-15.60,152.17,127.96,0,-0.03,-0.07,-9.92,-1.77,1.17,-2.28
-15.59,152.21,127.96,0,-0.03,-0.07,-9.92,-1.76,1.18,-1.20
-15.58,152.25,127.96,0,-0.03,-0.07,-9.92,-1.74,1.20,-0.11
-15.57,152.29,127.96,0,-0.03,-0.07,-9.92,-1.73,1.21,0.98
-15.56,152.33,127.96,0,-0.03,-0.07,-9.92,-1.72,1.23,2.05
-15.55,152.37,127.96,0,-0.03,-0.07,-9.92,-1.70,1.24,3.09
-15.54,152.41,127.96,0,-0.03,-0.07,-9.92,-1.69,1.25,4.07
-15.53,152.45,127.96,0,-0.03,-0.08,-9.93,-1.67,1.26,4.17
-15.52,152.49,127.96,0,-0.03,-0.08,-9.94,-1.64,1.25,3.15
-15.51,152.53,127.96,0,-0.03,-0.08,-9.95,-1.61,1.25,2.04
-15.50,152.57,127.96,0,-0.04,-0.08,-9.96,-1.58,1.24,0.91
-15.49,152.61,127.96,0,-0.04,-0.09,-9.96,-1.55,1.23,-0.23
-15.48,152.65,127.96,0,-0.04,-0.09,-9.97,-1.52,1.22,-1.38
-15.47,152.69,127.96,0,-0.04,-0.09,-9.98,-1.49,1.21,-2.53
-15.46,152.72,127.96,0,-0.05,-0.10,-9.99,-1.46,1.21,-3.66
-15.45,152.76,127.96,0,-0.05,-0.10,-9.99,-1.43,1.20,-4.76
-15.44,152.78,127.96,0,-0.05,-0.10,-10.00,-1.41,1.19,-5.78
-15.43,152.76,127.96,0,-0.05,-0.10,-10.00,-1.42,1.19,-5.56
-15.42,152.73,127.96,0,-0.05,-0.10,-10.00,-1.46,1.19,-4.59
-15.41,152.70,127.96,0,-0.04,-0.09,-9.99,-1.51,1.19,-3.57
-15.40,152.68,127.96,0,-0.04,-0.09,-9.99,-1.55,1.19,-2.52
-15.39,152.65,127.96,0,-0.04,-0.09,-9.99,-1.59,1.19,-1.47
-15.38,152.61,127.96,0,-0.04,-0.09,-9.98,-1.64,1.19,-0.41
-15.37,152.58,127.96,0,-0.03,-0.08,-9.98,-1.68,1.19,0.65
-15.36,152.55,127.96,0,-0.03,-0.08,-9.97,-1.72,1.19,1.70
-15.35,152.52,127.96,0,-0.03,-0.08,-9.97,-1.77,1.19,2.72
-15.34,152.49,127.96,0,-0.02,-0.08,-9.97,-1.81,1.19,3.67
-15.33,152.46,127.96,0,-0.02,-0.07,-9.95,-1.81,1.20,3.68
-15.32,152.43,127.96,0,-0.02,-0.07,-9.94,-1.77,1.21,2.89
-15.31,152.40,127.96,0,-0.02,-0.07,-9.92,-1.74,1.22,2.04
-15.30,152.36,127.96,0,-0.02,-0.07,-9.91,-1.70,1.24,1.16
-15.29,152.33,127.96,0,-0.02,-0.07,-9.89,-1.67,1.25,0.28
-15.28,152.30,127.96,0,-0.02,-0.07,-9.88,-1.63,1.27,-0.61
-15.27,152.27,127.96,0,-0.02,-0.07,-9.86,-1.59,1.28,-1.50
-15.26,152.24,127.96,0,-0.01,-0.07,-9.85,-1.56,1.30,-2.39
-15.25,152.21,127.96,0,-0.01,-0.07,-9.83,-1.52,1.31,-3.25
-15.24,152.19,127.96,0,-0.01,-0.07,-9.82,-1.49,1.32,-4.07
-15.23,152.20,127.96,0,-0.01,-0.07,-9.81,-1.47,1.33,-4.20
-15.22,152.22,127.96,0,-0.01,-0.07,-9.81,-1.48,1.32,-3.52
-15.21,152.24,127.96,0,-0.01,-0.07,-9.82,-1.50,1.32,-2.77
-15.20,152.26,127.96,0,-0.02,-0.07,-9.82,-1.51,1.31,-2.00
-15.19,152.28,127.96,0,-0.02,-0.07,-9.83,-1.53,1.30,-1.22
-15.18,152.30,127.96,0,-0.02,-0.07,-9.83,-1.54,1.29,-0.43
-15.17,152.33,127.96,0,-0.02,-0.08,-9.84,-1.56,1.28,0.35
-15.16,152.35,127.96,0,-0.02,-0.08,-9.84,-1.57,1.28,1.13
-15.15,152.37,127.96,0,-0.02,-0.08,-9.84,-1.59,1.27,1.90
-15.14,152.39,127.96,0,-0.02,-0.08,-9.85,-1.60,1.26,2.61
-15.13,152.42,127.96,0,-0.02,-0.08,-9.85,-1.63,1.26,2.67
-15.12,152.44,127.96,0,-0.02,-0.08,-9.85,-1.66,1.26,2.34
-15.11,152.46,127.96,0,-0.02,-0.08,-9.85,-1.68,1.26,1.98
-15.10,152.48,127.96,0,-0.02,-0.08,-9.85,-1.71,1.26,1.61
-15.09,152.51,127.96,0,-0.02,-0.09,-9.85,-1.74,1.26,1.23
-15.08,152.53,127.96,0,-0.02,-0.09,-9.85,-1.77,1.26,0.85
-15.07,152.55,127.96,0,-0.02,-0.09,-9.84,-1.80,1.26,0.46
-15.06,152.57,127.96,0,-0.02,-0.09,-9.84,-1.83,1.26,0.08
-15.05,152.60,127.96,0,-0.02,-0.09,-9.84,-1.85,1.26,-0.30
-15.04,152.62,127.96,0,-0.02,-0.09,-9.85,-1.88,1.26,-0.67
-15.03,152.63,127.96,0,-0.02,-0.09,-9.86,-1.88,1.26,-0.84
-15.02,152.64,127.96,0,-0.02,-0.09,-9.89,-1.87,1.26,-0.78
-15.01,152.66,127.96,0,-0.02,-0.09,-9.92,-1.85,1.26,-0.71
-15.00,152.67,127.96,0,-0.02,-0.09,-9.95,-1.83,1.26,-0.63
-14.99,152.68,127.96,0,-0.02,-0.08,-9.98,-1.80,1.26,-0.55
-14.98,152.70,127.95,0,-0.02,-0.08,-10.01,-1.78,1.26,-0.47
-14.97,152.71,127.95,0,-0.02,-0.08,-10.04,-1.76,1.26,-0.39
-14.96,152.72,127.95,0,-0.02,-0.08,-10.07,-1.74,1.26,-0.31
-14.95,152.74,127.95,0,-0.02,-0.07,-10.09,-1.71,1.26,-0.25
-14.94,152.75,127.95,0,-0.02,-0.07,-10.12,-1.69,1.26,-0.20
-14.93,152.76,127.95,0,-0.02,-0.07,-10.10,-1.66,1.26,-0.43
-14.92,152.77,127.95,1,-0.02,-0.07,-10.08,-1.63,1.25,-0.90
-14.91,152.79,127.95,1,-0.02,-0.07,-10.06,-1.59,1.24,-1.38
-14.90,152.80,127.95,1,-0.02,-0.07,-10.03,-1.55,1.24,-1.86
-14.89,152.81,127.95,1,-0.02,-0.07,-10.01,-1.52,1.23,-2.35
-14.88,152.82,127.94,1,-0.02,-0.07,-9.99,-1.48,1.22,-2.84
-14.87,152.84,127.94,1,-0.02,-0.08,-9.97,-1.45,1.21,-3.32
-14.86,152.85,127.94,1,-0.02,-0.08,-9.94,-1.41,1.21,-3.80
-14.85,152.86,127.94,1,-0.02,-0.08,-9.92,-1.38,1.20,-4.27
-14.84,152.87,127.94,1,-0.02,-0.08,-9.90,-1.35,1.19,-4.71
-14.83,152.86,127.94,1,-0.02,-0.08,-9.88,-1.34,1.19,-4.90
-14.82,152.86,127.94,0,-0.02,-0.08,-9.88,-1.39,1.20,-4.46
-14.81,152.85,127.94,0,-0.02,-0.08,-9.87,-1.45,1.20,-3.98
-14.80,152.84,127.94,0,-0.02,-0.08,-9.87,-1.51,1.21,-3.47
-14.79,152.83,127.93,0,-0.02,-0.08,-9.87,-1.57,1.22,-2.96
-14.78,152.82,127.93,0,-0.02,-0.08,-9.86,-1.63,1.23,-2.44
-14.77,152.82,127.93,0,-0.02,-0.08,-9.86,-1.69,1.23,-1.92
-14.76,152.81,127.93,0,-0.02,-0.08,-9.85,-1.75,1.24,-1.40
-14.75,152.80,127.93,0,-0.02,-0.08,-9.85,-1.81,1.25,-0.88
-14.74,152.79,127.93,0,-0.02,-0.08,-9.85,-1.86,1.26,-0.38
-14.73,152.78,127.93,0,-0.02,-0.08,-9.85,-1.89,1.26,-0.07
-14.72,152.77,127.93,0,-0.02,-0.08,-9.86,-1.89,1.27,0.04
-14.71,152.76,127.93,0,-0.02,-0.08,-9.88,-1.88,1.28,0.14
-14.70,152.75,127.92,0,-0.02,-0.08,-9.89,-1.88,1.28,0.23
-14.69,152.74,127.92,0,-0.02,-0.08,-9.90,-1.87,1.29,0.32
-14.68,152.74,127.92,0,-0.02,-0.08,-9.91,-1.86,1.30,0.40
-14.67,152.73,127.92,0,-0.02,-0.08,-9.92,-1.86,1.30,0.48
-14.66,152.71,127.92,0,-0.02,-0.08,-9.93,-1.85,1.31,0.56
-14.65,152.70,127.92,0,-0.02,-0.08,-9.94,-1.84,1.32,0.63
-14.64,152.68,127.92,0,-0.02,-0.09,-9.96,-1.83,1.32,0.71
-14.63,152.65,127.92,0,-0.02,-0.09,-9.96,-1.82,1.33,0.77
-14.62,152.62,127.92,0,-0.02,-0.08,-9.96,-1.80,1.32,0.73
-14.61,152.59,127.91,0,-0.02,-0.08,-9.96,-1.78,1.32,0.67
-14.60,152.56,127.91,0,-0.02,-0.08,-9.95,-1.75,1.31,0.61
-14.59,152.53,127.91,0,-0.03,-0.08,-9.95,-1.73,1.30,0.55
-14.58,152.50,127.91,0,-0.03,-0.08,-9.94,-1.70,1.29,0.49
-14.57,152.47,127.91,0,-0.03,-0.08,-9.94,-1.68,1.28,0.43
-14.56,152.43,127.91,0,-0.03,-0.08,-9.93,-1.66,1.28,0.36
-14.55,152.40,127.91,0,-0.03,-0.08,-9.93,-1.63,1.27,0.30
-14.54,152.37,127.91,0,-0.03,-0.07,-9.92,-1.61,1.26,0.23
-14.53,152.34,127.91,0,-0.03,-0.08,-9.93,-1.62,1.26,0.16
-14.52,152.31,127.90,0,-0.03,-0.08,-9.94,-1.64,1.27,0.09
-14.51,152.28,127.90,0,-0.03,-0.08,-9.95,-1.66,1.28,0.03
-14.50,152.25,127.90,0,-0.03,-0.08,-9.95,-1.68,1.28,-0.04
-14.49,152.22,127.90,0,-0.03,-0.09,-9.96,-1.70,1.29,-0.11
-14.48,152.19,127.90,0,-0.03,-0.09,-9.97,-1.72,1.30,-0.18
-14.47,152.16,127.90,0,-0.04,-0.09,-9.98,-1.74,1.30,-0.25
-14.46,152.14,127.90,0,-0.04,-0.10,-9.99,-1.76,1.31,-0.32
-14.45,152.11,127.90,0,-0.04,-0.10,-9.99,-1.79,1.32,-0.38
-14.44,152.12,127.90,0,-0.04,-0.10,-10.00,-1.81,1.32,-0.45
-14.43,152.14,127.89,0,-0.04,-0.10,-10.00,-1.82,1.33,-0.49
-14.42,152.16,127.89,0,-0.04,-0.10,-9.99,-1.82,1.34,-0.43
-14.41,152.19,127.89,0,-0.03,-0.10,-9.98,-1.81,1.35,-0.37
-14.40,152.21,127.89,0,-0.03,-0.09,-9.96,-1.80,1.36,-0.30
-14.39,152.24,127.89,0,-0.03,-0.09,-9.95,-1.80,1.36,-0.24
-14.38,152.27,127.89,0,-0.03,-0.09,-9.94,-1.79,1.37,-0.17
-14.37,152.29,127.89,0,-0.03,-0.09,-9.93,-1.78,1.38,-0.11
-14.36,152.32,127.89,0,-0.02,-0.08,-9.92,-1.77,1.39,-0.05
-14.35,152.35,127.89,0,-0.02,-0.08,-9.90,-1.77,1.39,0.01
-14.34,152.37,127.88,0,-0.02,-0.08,-9.89,-1.76,1.40,0.06
-14.33,152.40,127.88,0,-0.02,-0.08,-9.89,-1.75,1.40,0.03
-14.32,152.43,127.88,0,-0.02,-0.08,-9.89,-1.73,1.37,-0.27
-14.31,152.45,127.88,0,-0.02,-0.08,-9.90,-1.70,1.34,-0.60
-14.30,152.48,127.88,0,-0.02,-0.08,-9.91,-1.68,1.31,-0.93
-14.29,152.51,127.88,0,-0.02,-0.08,-9.92,-1.66,1.28,-1.26
-14.28,152.53,127.88,0,-0.02,-0.08,-9.93,-1.63,1.25,-1.60
-14.27,152.56,127.88,0,-0.02,-0.08,-9.94,-1.61,1.22,-1.93
-14.26,152.58,127.88,0,-0.03,-0.07,-9.95,-1.59,1.19,-2.26
-14.25,152.61,127.87,0,-0.03,-0.07,-9.96,-1.57,1.16,-2.58
-14.24,152.61,127.87,0,-0.03,-0.07,-9.96,-1.55,1.13,-2.87
-14.23,152.58,127.87,0,-0.03,-0.08,-9.96,-1.54,1.12,-2.85
-14.22,152.56,127.87,0,-0.03,-0.08,-9.96,-1.55,1.13,-2.65
-14.21,152.53,127.87,0,-0.03,-0.08,-9.95,-1.55,1.13,-2.45
-14.20,152.50,127.87,0,-0.02,-0.08,-9.95,-1.56,1.14,-2.23
-14.19,152.48,127.87,0,-0.02,-0.08,-9.95,-1.57,1.15,-2.01
-14.18,152.45,127.87,0,-0.02,-0.08,-9.94,-1.57,1.15,-1.79
-14.17,152.42,127.87,0,-0.02,-0.08,-9.94,-1.58,1.16,-1.57
-14.16,152.39,127.86,0,-0.02,-0.09,-9.93,-1.59,1.17,-1.35
-14.15,152.37,127.86,0,-0.02,-0.09,-9.93,-1.60,1.18,-1.13
-14.14,152.34,127.86,0,-0.02,-0.09,-9.93,-1.60,1.18,-0.91
-14.13,152.31,127.86,0,-0.02,-0.09,-9.93,-1.61,1.19,-0.75
-14.12,152.28,127.86,0,-0.02,-0.09,-9.93,-1.64,1.20,-0.69
-14.11,152.25,127.86,0,-0.02,-0.09,-9.94,-1.66,1.21,-0.63
-14.10,152.23,127.86,0,-0.02,-0.09,-9.95,-1.68,1.21,-0.59
-14.09,152.20,127.86,0,-0.02,-0.09,-9.96,-1.70,1.22,-0.54
-14.08,152.17,127.86,0,-0.02,-0.09,-9.97,-1.72,1.23,-0.49
-14.07,152.15,127.85,0,-0.02,-0.09,-9.97,-1.74,1.23,-0.45
-14.06,152.13,127.85,0,-0.03,-0.08,-9.98,-1.76,1.24,-0.40
-14.05,152.11,127.85,0,-0.03,-0.08,-9.99,-1.78,1.25,-0.36
-14.04,152.13,127.85,0,-0.03,-0.08,-10.00,-1.80,1.25,-0.32
-14.03,152.18,127.85,0,-0.03,-0.08,-10.00,-1.82,1.26,-0.28
-14.02,152.23,127.85,0,-0.03,-0.08,-9.99,-1.80,1.26,-0.28
-14.01,152.28,127.85,0,-0.03,-0.08,-9.99,-1.77,1.26,-0.28
-14.00,152.33,127.85,0,-0.03,-0.08,-9.98,-1.74,1.26,-0.29
-13.99,152.39,127.84,0,-0.03,-0.08,-9.97,-1.71,1.26,-0.30
-13.98,152.44,127.84,0,-0.03,-0.08,-9.96,-1.68,1.26,-0.30
-13.97,152.49,127.84,0,-0.02,-0.08,-9.95,-1.64,1.26,-0.31
-13.96,152.55,127.84,0,-0.02,-0.08,-9.94,-1.61,1.26,-0.32
-13.95,152.60,127.84,0,-0.02,-0.08,-9.94,-1.58,1.26,-0.33
-13.94,152.65,127.84,0,-0.02,-0.08,-9.93,-1.55,1.26,-0.34
-13.93,152.71,127.84,0,-0.02,-0.08,-9.92,-1.54,1.26,-0.37
-13.92,152.76,127.84,0,-0.02,-0.08,-9.92,-1.54,1.25,-0.42
-13.91,152.81,127.84,0,-0.02,-0.08,-9.92,-1.53,1.24,-0.47
-13.90,152.87,127.83,0,-0.02,-0.08,-9.92,-1.53,1.24,-0.52
-13.89,152.92,127.83,0,-0.03,-0.08,-9.92,-1.53,1.23,-0.57
-13.88,152.97,127.83,0,-0.03,-0.08,-9.92,-1.53,1.22,-0.62
-13.87,153.02,127.83,0,-0.03,-0.08,-9.92,-1.53,1.21,-0.67
-13.86,153.07,127.83,0,-0.03,-0.08,-9.92,-1.53,1.21,-0.72
-13.85,153.11,127.83,0,-0.03,-0.08,-9.92,-1.53,1.20,-0.77
-13.84,153.11,127.83,0,-0.03,-0.09,-9.92,-1.54,1.19,-0.81
-13.83,153.07,127.83,0,-0.03,-0.09,-9.93,-1.54,1.19,-0.84
-13.82,153.03,127.83,0,-0.03,-0.09,-9.93,-1.57,1.20,-0.79
-13.81,152.99,127.82,0,-0.03,-0.09,-9.93,-1.60,1.20,-0.74
-13.80,152.95,127.82,0,-0.03,-0.08,-9.94,-1.63,1.21,-0.69
-13.79,152.90,127.82,0,-0.03,-0.08,-9.94,-1.66,1.22,-0.64
-13.78,152.86,127.82,0,-0.03,-0.08,-9.95,-1.69,1.22,-0.59
-13.77,152.82,127.82,0,-0.03,-0.08,-9.95,-1.72,1.23,-0.53
-13.76,152.77,127.82,0,-0.03,-0.08,-9.95,-1.75,1.24,-0.47
-13.75,152.73,127.82,0,-0.03,-0.08,-9.96,-1.77,1.25,-0.41
-13.74,152.69,127.82,0,-0.03,-0.08,-9.96,-1.80,1.25,-0.34
-13.73,152.64,127.82,0,-0.03,-0.08,-9.96,-1.82,1.26,-0.21
-13.72,152.60,127.81,0,-0.03,-0.08,-9.96,-1.82,1.27,0.06
-13.71,152.55,127.81,0,-0.03,-0.08,-9.96,-1.81,1.28,0.34
-13.70,152.51,127.81,0,-0.03,-0.08,-9.96,-1.80,1.28,0.62
-13.69,152.47,127.81,0,-0.03,-0.08,-9.96,-1.79,1.29,0.90
-13.68,152.42,127.81,0,-0.03,-0.08,-9.96,-1.79,1.30,1.19
-13.67,152.38,127.81,0,-0.03,-0.08,-9.96,-1.78,1.31,1.47
-13.66,152.34,127.81,0,-0.03,-0.08,-9.96,-1.77,1.31,1.75
-13.65,152.30,127.81,0,-0.02,-0.08,-9.96,-1.76,1.32,2.03
-13.64,152.28,127.81,0,-0.02,-0.08,-9.96,-1.75,1.33,2.29
-13.63,152.29,127.80,0,-0.02,-0.08,-9.97,-1.75,1.33,2.38
-13.62,152.30,127.80,0,-0.02,-0.08,-9.98,-1.74,1.32,2.33
-13.61,152.32,127.80,0,-0.02,-0.08,-9.99,-1.73,1.31,2.28
-13.60,152.33,127.80,0,-0.02,-0.08,-9.99,-1.72,1.31,2.22
-13.59,152.35,127.80,0,-0.02,-0.07,-10.00,-1.72,1.30,2.15
-13.58,152.37,127.80,0,-0.02,-0.07,-10.01,-1.71,1.29,2.08
-13.57,152.38,127.80,0,-0.02,-0.07,-10.02,-1.70,1.29,2.01
-13.56,152.40,127.80,0,-0.01,-0.07,-10.02,-1.70,1.28,1.93
-13.55,152.42,127.80,0,-0.01,-0.07,-10.03,-1.69,1.27,1.85
-13.54,152.44,127.79,0,-0.01,-0.07,-10.04,-1.68,1.26,1.74
-13.53,152.46,127.79,0,-0.01,-0.07,-10.03,-1.68,1.26,1.45
-13.52,152.47,127.79,0,-0.01,-0.07,-10.02,-1.68,1.25,1.00
-13.51,152.49,127.79,0,-0.01,-0.08,-10.01,-1.68,1.24,0.54
-13.50,152.51,127.79,0,-0.02,-0.08,-10.00,-1.68,1.24,0.07
-13.49,152.53,127.79,0,-0.02,-0.08,-9.99,-1.68,1.23,-0.39
-13.48,152.55,127.79,0,-0.02,-0.08,-9.97,-1.68,1.22,-0.86
-13.47,152.57,127.79,0,-0.02,-0.08,-9.96,-1.68,1.22,-1.32
-13.46,152.58,127.79,0,-0.02,-0.09,-9.95,-1.68,1.21,-1.78
-13.45,152.60,127.78,0,-0.02,-0.09,-9.94,-1.68,1.20,-2.24
-13.44,152.61,127.78,0,-0.02,-0.09,-9.93,-1.68,1.20,-2.68
-13.43,152.62,127.78,0,-0.02,-0.09,-9.91,-1.68,1.19,-3.08
