Time[s],Pressure altitude [m],GPS altitude [m],GPS Valid,Acceleration x [m/s^2], Acceleration y [m/s^2], Acceleration z [m/s^2], Gyro x [deg/s], Gyro y [deg/s], Gyro z [deg/s]
-1e+02,152.36,125.83,0,-0.02,-0.08,-9.85,-1.61,1.26,-0.84
-100.01,152.36,125.83,0,-0.02,-0.08,-9.85,-1.62,1.25,-0.83
-100.00,152.36,125.83,0,-0.02,-0.08,-9.85,-1.62,1.25,-0.83
-99.99,152.36,125.83,0,-0.02,-0.08,-9.85,-1.63,1.24,-0.82
-99.98,152.36,125.83,0,-0.02,-0.08,-9.85,-1.64,1.23,-0.81
-99.97,152.36,125.83,0,-0.02,-0.08,-9.85,-1.65,1.22,-0.80
-99.96,152.36,125.83,0,-0.02,-0.08,-9.85,-1.66,1.21,-0.79
-99.95,152.36,125.83,0,-0.02,-0.08,-9.85,-1.67,1.20,-0.78
-99.94,152.36,125.83,0,-0.02,-0.08,-9.85,-1.67,1.20,-0.78
-99.93,152.36,125.83,0,-0.02,-0.08,-9.85,-1.68,1.19,-0.77
-99.92,152.36,125.83,0,-0.02,-0.08,-9.85,-1.68,1.19,-0.77
-99.91,152.36,125.83,0,-0.02,-0.08,-9.85,-1.68,1.19,-0.77
-99.90,152.36,125.83,0,-0.02,-0.08,-9.85,-1.68,1.19,-0.77
-99.89,152.36,125.83,0,-0.02,-0.08,-9.85,-1.68,1.19,-0.77
-99.88,152.36,125.83,0,-0.02,-0.08,-9.85,-1.68,1.19,-0.77
-99.87,152.36,125.83,0,-0.02,-0.08,-9.85,-1.68,1.19,-0.77
-99.86,152.36,125.83,0,-0.02,-0.08,-9.85,-1.68,1.19,-0.77
-99.85,152.36,125.83,0,-0.02,-0.08,-9.85,-1.68,1.19,-0.77
-99.84,152.36,125.83,0,-0.02,-0.08,-9.85,-1.68,1.19,-0.77
-99.83,152.36,125.83,0,-0.02,-0.08,-9.85,-1.68,1.19,-0.77
-99.82,152.35,125.83,0,-0.02,-0.08,-9.85,-1.68,1.19,-0.77
-99.81,152.32,125.83,0,-0.02,-0.08,-9.86,-1.68,1.19,-0.78
-99.80,152.28,125.83,0,-0.02,-0.08,-9.86,-1.68,1.19,-0.79
-99.79,152.23,125.83,0,-0.02,-0.08,-9.86,-1.68,1.19,-0.80
-99.78,152.17,125.83,0,-0.02,-0.08,-9.87,-1.68,1.19,-0.80
-99.77,152.10,125.83,0,-0.02,-0.08,-9.87,-1.68,1.19,-0.81
-99.76,152.03,125.83,0,-0.02,-0.08,-9.88,-1.68,1.19,-0.82
-99.75,151.95,125.83,0,-0.02,-0.08,-9.88,-1.68,1.19,-0.83
-99.74,151.87,125.83,0,-0.02,-0.08,-9.88,-1.68,1.19,-0.83
-99.73,151.79,125.83,0,-0.02,-0.08,-9.89,-1.68,1.19,-0.84
-99.72,151.71,125.83,0,-0.02,-0.08,-9.89,-1.68,1.19,-0.83
-99.71,151.63,125.83,0,-0.02,-0.08,-9.89,-1.68,1.19,-0.82
-99.70,151.55,125.83,0,-0.02,-0.08,-9.89,-1.68,1.19,-0.80
-99.69,151.48,125.83,0,-0.02,-0.08,-9.89,-1.68,1.19,-0.79
-99.68,151.42,125.83,0,-0.02,-0.08,-9.89,-1.68,1.19,-0.77
-99.67,151.36,125.83,0,-0.02,-0.08,-9.89,-1.68,1.19,-0.76
-99.66,151.32,125.83,0,-0.02,-0.08,-9.89,-1.68,1.19,-0.74
-99.65,151.28,125.83,0,-0.02,-0.08,-9.89,-1.68,1.19,-0.73
-99.64,151.27,125.83,0,-0.02,-0.08,-9.89,-1.68,1.19,-0.71
-99.63,151.27,125.83,0,-0.02,-0.08,-9.89,-1.68,1.19,-0.70
-99.62,151.31,125.83,0,-0.02,-0.08,-9.89,-1.68,1.20,-0.70
-99.61,151.36,125.83,0,-0.02,-0.08,-9.89,-1.68,1.20,-0.71
-99.60,151.41,125.83,0,-0.02,-0.08,-9.90,-1.68,1.21,-0.72
-99.59,151.45,125.83,0,-0.02,-0.08,-9.90,-1.68,1.22,-0.73
-99.58,151.50,125.83,0,-0.02,-0.08,-9.91,-1.68,1.23,-0.73
-99.57,151.55,125.83,0,-0.02,-0.08,-9.91,-1.68,1.23,-0.74
-99.56,151.60,125.83,0,-0.02,-0.08,-9.91,-1.68,1.24,-0.75
-99.55,151.66,125.83,0,-0.02,-0.08,-9.92,-1.68,1.25,-0.76
-99.54,151.71,125.83,0,-0.02,-0.08,-9.92,-1.68,1.25,-0.76
-99.53,151.76,125.83,0,-0.02,-0.08,-9.93,-1.68,1.26,-0.77
-99.52,151.81,125.83,0,-0.02,-0.08,-9.93,-1.67,1.25,-0.77
-99.51,151.86,125.83,0,-0.02,-0.08,-9.93,-1.67,1.25,-0.77
-99.50,151.91,125.83,0,-0.02,-0.08,-9.93,-1.66,1.24,-0.77
-99.49,151.96,125.83,0,-0.02,-0.08,-9.93,-1.65,1.23,-0.77
-99.48,152.01,125.83,0,-0.02,-0.08,-9.93,-1.65,1.23,-0.77
-99.47,152.06,125.83,0,-0.02,-0.08,-9.93,-1.64,1.22,-0.77
-99.46,152.11,125.83,0,-0.02,-0.08,-9.93,-1.63,1.21,-0.77
-99.45,152.15,125.83,0,-0.02,-0.08,-9.93,-1.63,1.21,-0.77
-99.44,152.19,125.83,0,-0.02,-0.08,-9.93,-1.62,1.20,-0.77
-99.43,152.17,125.83,0,-0.02,-0.08,-9.93,-1.61,1.19,-0.77
-99.42,152.13,125.83,0,-0.02,-0.08,-9.92,-1.61,1.19,-0.77
-99.41,152.09,125.83,0,-0.02,-0.08,-9.92,-1.62,1.19,-0.78
-99.40,152.05,125.83,0,-0.02,-0.08,-9.91,-1.63,1.19,-0.79
-99.39,152.00,125.83,0,-0.02,-0.08,-9.91,-1.63,1.19,-0.80
-99.38,151.96,125.83,0,-0.02,-0.08,-9.91,-1.64,1.19,-0.80
-99.37,151.92,125.83,0,-0.02,-0.08,-9.90,-1.65,1.19,-0.81
-99.36,151.87,125.83,0,-0.02,-0.08,-9.90,-1.66,1.19,-0.82
-99.35,151.83,125.83,0,-0.02,-0.08,-9.89,-1.66,1.19,-0.83
-99.34,151.78,125.83,0,-0.02,-0.08,-9.89,-1.67,1.19,-0.83
-99.33,151.74,125.83,0,-0.02,-0.08,-9.89,-1.68,1.19,-0.84
-99.32,151.69,125.83,0,-0.02,-0.08,-9.89,-1.69,1.19,-0.84
-99.31,151.65,125.83,0,-0.02,-0.08,-9.90,-1.69,1.19,-0.83
-99.30,151.60,125.83,0,-0.02,-0.08,-9.90,-1.70,1.19,-0.82
-99.29,151.56,125.83,0,-0.02,-0.08,-9.90,-1.71,1.19,-0.81
-99.28,151.51,125.83,0,-0.02,-0.08,-9.91,-1.72,1.19,-0.81
-99.27,151.47,125.83,0,-0.02,-0.08,-9.91,-1.72,1.19,-0.80
-99.26,151.43,125.83,0,-0.02,-0.08,-9.92,-1.73,1.19,-0.79
-99.25,151.38,125.83,0,-0.02,-0.08,-9.92,-1.74,1.19,-0.78
-99.24,151.35,125.83,0,-0.02,-0.08,-9.92,-1.74,1.19,-0.78
-99.23,151.35,125.83,0,-0.02,-0.08,-9.92,-1.75,1.19,-0.77
-99.22,151.36,125.83,0,-0.02,-0.08,-9.92,-1.74,1.19,-0.78
-99.21,151.37,125.83,0,-0.02,-0.08,-9.92,-1.73,1.19,-0.79
-99.20,151.38,125.83,0,-0.02,-0.08,-9.91,-1.71,1.19,-0.81
-99.19,151.39,125.83,0,-0.02,-0.08,-9.91,-1.70,1.19,-0.82
-99.18,151.40,125.83,0,-0.02,-0.08,-9.90,-1.68,1.19,-0.84
-99.17,151.41,125.83,0,-0.02,-0.08,-9.90,-1.67,1.19,-0.85
-99.16,151.43,125.83,0,-0.02,-0.08,-9.90,-1.65,1.19,-0.87
-99.15,151.44,125.83,0,-0.02,-0.08,-9.89,-1.64,1.19,-0.88
-99.14,151.45,125.83,0,-0.02,-0.08,-9.89,-1.62,1.19,-0.90
-99.13,151.47,125.83,0,-0.02,-0.08,-9.89,-1.61,1.19,-0.91
-99.12,151.48,125.83,0,-0.02,-0.08,-9.89,-1.61,1.20,-0.91
-99.11,151.49,125.83,0,-0.02,-0.08,-9.89,-1.61,1.20,-0.90
-99.10,151.51,125.83,0,-0.02,-0.08,-9.89,-1.61,1.21,-0.89
-99.09,151.52,125.83,0,-0.02,-0.08,-9.89,-1.61,1.22,-0.88
-99.08,151.53,125.83,0,-0.02,-0.08,-9.89,-1.61,1.23,-0.88
-99.07,151.55,125.83,0,-0.02,-0.08,-9.89,-1.61,1.23,-0.87
-99.06,151.56,125.83,0,-0.02,-0.08,-9.89,-1.61,1.24,-0.86
-99.05,151.58,125.83,0,-0.02,-0.08,-9.89,-1.61,1.25,-0.86
-99.04,151.59,125.83,0,-0.02,-0.08,-9.89,-1.61,1.25,-0.85
-99.03,151.61,125.83,0,-0.02,-0.08,-9.89,-1.61,1.26,-0.84
-99.02,151.63,125.83,1,-0.02,-0.08,-9.89,-1.62,1.26,-0.83
-99.01,151.66,125.83,1,-0.02,-0.08,-9.90,-1.62,1.25,-0.83
-99.00,151.68,125.83,1,-0.02,-0.08,-9.91,-1.63,1.24,-0.82
-98.99,151.70,125.83,1,-0.02,-0.08,-9.92,-1.64,1.23,-0.81
-98.98,151.72,125.83,1,-0.02,-0.08,-9.93,-1.64,1.23,-0.81
-98.97,151.75,125.83,1,-0.02,-0.08,-9.94,-1.65,1.22,-0.80
-98.96,151.77,125.83,1,-0.02,-0.08,-9.95,-1.66,1.21,-0.79
-98.95,151.79,125.83,1,-0.02,-0.08,-9.95,-1.66,1.21,-0.79
-98.94,151.81,125.83,1,-0.02,-0.08,-9.96,-1.67,1.20,-0.78
-98.93,151.84,125.83,1,-0.02,-0.08,-9.96,-1.68,1.19,-0.77
-98.92,151.86,125.83,0,-0.02,-0.08,-9.94,-1.68,1.19,-0.77
-98.91,151.88,125.83,0,-0.02,-0.08,-9.93,-1.68,1.19,-0.77
-98.90,151.90,125.83,0,-0.02,-0.08,-9.91,-1.68,1.19,-0.77
-98.89,151.93,125.83,0,-0.02,-0.08,-9.90,-1.68,1.19,-0.77
-98.88,151.95,125.83,0,-0.02,-0.08,-9.88,-1.68,1.19,-0.77
-98.87,151.97,125.83,0,-0.02,-0.08,-9.86,-1.68,1.19,-0.77
-98.86,151.99,125.83,0,-0.02,-0.08,-9.85,-1.68,1.19,-0.77
-98.85,152.01,125.83,0,-0.02,-0.08,-9.83,-1.68,1.19,-0.77
-98.84,152.02,125.83,0,-0.02,-0.08,-9.82,-1.68,1.19,-0.77
-98.83,152.01,125.82,0,-0.02,-0.08,-9.81,-1.68,1.19,-0.77
-98.82,151.99,125.82,0,-0.02,-0.08,-9.83,-1.67,1.20,-0.77
-98.81,151.98,125.82,0,-0.02,-0.08,-9.85,-1.67,1.20,-0.77
-98.80,151.96,125.82,0,-0.02,-0.08,-9.88,-1.66,1.21,-0.77
-98.79,151.94,125.82,0,-0.02,-0.08,-9.90,-1.65,1.22,-0.77
-98.78,151.93,125.82,0,-0.02,-0.08,-9.92,-1.64,1.23,-0.77
-98.77,151.91,125.82,0,-0.02,-0.08,-9.95,-1.64,1.23,-0.77
-98.76,151.89,125.82,0,-0.02,-0.08,-9.97,-1.63,1.24,-0.77
-98.75,151.87,125.82,0,-0.02,-0.08,-10.00,-1.62,1.25,-0.77
-98.74,151.86,125.82,0,-0.02,-0.08,-10.02,-1.62,1.25,-0.77
-98.73,151.84,125.82,0,-0.02,-0.08,-10.04,-1.61,1.26,-0.77
-98.72,151.82,125.82,0,-0.02,-0.08,-10.05,-1.62,1.25,-0.77
-98.71,151.80,125.82,0,-0.02,-0.08,-10.05,-1.62,1.25,-0.77
-98.70,151.79,125.82,0,-0.02,-0.08,-10.05,-1.63,1.24,-0.77
-98.69,151.77,125.82,0,-0.02,-0.08,-10.06,-1.64,1.23,-0.77
-98.68,151.75,125.82,0,-0.02,-0.08,-10.06,-1.64,1.23,-0.77
-98.67,151.73,125.82,0,-0.02,-0.08,-10.07,-1.65,1.22,-0.77
-98.66,151.72,125.82,0,-0.02,-0.08,-10.07,-1.66,1.21,-0.77
-98.65,151.70,125.81,0,-0.02,-0.08,-10.07,-1.66,1.21,-0.77
-98.64,151.69,125.81,0,-0.02,-0.08,-10.08,-1.67,1.20,-0.77
-98.63,151.69,125.81,0,-0.02,-0.08,-10.08,-1.68,1.19,-0.77
-98.62,151.70,125.81,0,-0.02,-0.08,-10.08,-1.68,1.19,-0.77
-98.61,151.71,125.81,0,-0.02,-0.08,-10.08,-1.67,1.19,-0.78
-98.60,151.72,125.81,0,-0.02,-0.08,-10.08,-1.66,1.19,-0.79
-98.59,151.73,125.81,0,-0.02,-0.08,-10.08,-1.66,1.19,-0.79
-98.58,151.75,125.81,0,-0.02,-0.08,-10.08,-1.65,1.19,-0.80
-98.57,151.76,125.81,0,-0.02,-0.08,-10.08,-1.64,1.19,-0.81
-98.56,151.77,125.81,0,-0.02,-0.08,-10.08,-1.63,1.19,-0.82
-98.55,151.79,125.81,0,-0.02,-0.08,-10.08,-1.62,1.19,-0.83
-98.54,151.80,125.81,0,-0.02,-0.08,-10.08,-1.62,1.19,-0.83
-98.53,151.81,125.81,0,-0.02,-0.08,-10.08,-1.61,1.19,-0.84
-98.52,151.83,125.80,0,-0.02,-0.08,-10.06,-1.61,1.20,-0.84
-98.51,151.84,125.80,0,-0.02,-0.08,-10.05,-1.62,1.20,-0.84
-98.50,151.85,125.80,0,-0.02,-0.08,-10.03,-1.63,1.21,-0.84
-98.49,151.87,125.80,0,-0.02,-0.08,-10.02,-1.64,1.22,-0.84
-98.48,151.88,125.80,0,-0.02,-0.08,-10.00,-1.64,1.22,-0.84
-98.47,151.89,125.80,0,-0.02,-0.08,-9.98,-1.65,1.23,-0.84
-98.46,151.91,125.80,0,-0.02,-0.08,-9.97,-1.66,1.24,-0.84
-98.45,151.92,125.80,0,-0.02,-0.08,-9.95,-1.66,1.24,-0.84
-98.44,151.93,125.80,0,-0.02,-0.08,-9.94,-1.67,1.25,-0.84
-98.43,151.94,125.80,0,-0.02,-0.08,-9.92,-1.68,1.26,-0.84
-98.42,151.94,125.79,0,-0.02,-0.08,-9.92,-1.68,1.26,-0.83
-98.41,151.94,125.79,0,-0.02,-0.08,-9.92,-1.68,1.26,-0.82
-98.40,151.94,125.79,0,-0.02,-0.08,-9.92,-1.68,1.26,-0.80
-98.39,151.94,125.79,0,-0.02,-0.08,-9.92,-1.68,1.26,-0.79
-98.38,151.94,125.79,0,-0.02,-0.08,-9.92,-1.68,1.26,-0.77
-98.37,151.94,125.79,0,-0.02,-0.08,-9.92,-1.68,1.26,-0.76
-98.36,151.94,125.79,0,-0.02,-0.08,-9.92,-1.68,1.26,-0.74
-98.35,151.94,125.79,0,-0.02,-0.08,-9.92,-1.68,1.26,-0.73
-98.34,151.94,125.79,0,-0.02,-0.08,-9.93,-1.68,1.26,-0.71
-98.33,151.94,125.79,0,-0.02,-0.08,-9.92,-1.68,1.26,-0.70
-98.32,151.94,125.78,0,-0.02,-0.08,-9.92,-1.67,1.25,-0.70
-98.31,151.94,125.78,0,-0.02,-0.08,-9.92,-1.67,1.25,-0.71
-98.30,151.94,125.78,0,-0.02,-0.08,-9.91,-1.66,1.24,-0.72
-98.29,151.94,125.78,0,-0.02,-0.08,-9.91,-1.65,1.23,-0.72
-98.28,151.94,125.78,0,-0.02,-0.08,-9.91,-1.65,1.23,-0.73
-98.27,151.94,125.78,0,-0.02,-0.08,-9.90,-1.64,1.22,-0.74
-98.26,151.94,125.78,0,-0.02,-0.08,-9.90,-1.63,1.21,-0.75
-98.25,151.94,125.78,0,-0.02,-0.08,-9.89,-1.62,1.21,-0.75
-98.24,151.94,125.78,0,-0.02,-0.08,-9.89,-1.62,1.20,-0.76
-98.23,151.92,125.77,0,-0.02,-0.08,-9.89,-1.61,1.19,-0.77
-98.22,151.91,125.77,0,-0.02,-0.08,-9.88,-1.61,1.19,-0.77
-98.21,151.90,125.77,0,-0.02,-0.08,-9.88,-1.62,1.19,-0.77
-98.20,151.89,125.77,0,-0.02,-0.08,-9.87,-1.63,1.19,-0.77
-98.19,151.87,125.77,0,-0.02,-0.08,-9.87,-1.64,1.19,-0.77
-98.18,151.86,125.77,0,-0.02,-0.08,-9.86,-1.64,1.19,-0.77
-98.17,151.84,125.77,0,-0.02,-0.08,-9.86,-1.65,1.19,-0.77
-98.16,151.83,125.77,0,-0.02,-0.08,-9.85,-1.66,1.19,-0.77
-98.15,151.82,125.77,0,-0.02,-0.08,-9.85,-1.67,1.19,-0.77
-98.14,151.80,125.76,0,-0.02,-0.08,-9.85,-1.67,1.19,-0.77
-98.13,151.79,125.76,0,-0.02,-0.08,-9.86,-1.68,1.19,-0.77
-98.12,151.78,125.76,0,-0.02,-0.08,-9.88,-1.68,1.20,-0.76
-98.11,151.76,125.76,0,-0.02,-0.08,-9.90,-1.68,1.20,-0.76
-98.10,151.75,125.76,0,-0.02,-0.08,-9.92,-1.68,1.21,-0.75
-98.09,151.74,125.76,0,-0.02,-0.08,-9.95,-1.68,1.22,-0.74
-98.08,151.73,125.76,0,-0.02,-0.08,-9.97,-1.68,1.23,-0.73
-98.07,151.71,125.76,0,-0.02,-0.08,-10.00,-1.68,1.23,-0.73
-98.06,151.70,125.75,0,-0.02,-0.08,-10.02,-1.68,1.24,-0.72
-98.05,151.69,125.75,0,-0.02,-0.08,-10.04,-1.68,1.25,-0.71
-98.04,151.68,125.75,0,-0.02,-0.08,-10.06,-1.68,1.25,-0.71
-98.03,151.70,125.75,0,-0.02,-0.08,-10.08,-1.68,1.26,-0.70
-98.02,151.73,125.75,0,-0.02,-0.08,-10.05,-1.67,1.26,-0.71
-98.01,151.76,125.75,0,-0.02,-0.08,-10.03,-1.65,1.25,-0.72
-98.00,151.79,125.75,0,-0.02,-0.08,-10.00,-1.64,1.24,-0.74
-97.99,151.83,125.75,0,-0.02,-0.08,-9.97,-1.62,1.23,-0.75
-97.98,151.86,125.74,0,-0.02,-0.08,-9.94,-1.61,1.23,-0.77
-97.97,151.90,125.74,0,-0.02,-0.08,-9.91,-1.60,1.22,-0.78
-97.96,151.93,125.74,0,-0.02,-0.08,-9.89,-1.58,1.21,-0.80
-97.95,151.97,125.74,0,-0.02,-0.08,-9.86,-1.57,1.20,-0.81
-97.94,152.00,125.74,0,-0.02,-0.08,-9.83,-1.55,1.20,-0.83
-97.93,152.04,125.74,0,-0.02,-0.08,-9.81,-1.54,1.19,-0.84
-97.92,152.07,125.74,0,-0.02,-0.08,-9.82,-1.54,1.19,-0.84
-97.91,152.11,125.74,0,-0.02,-0.08,-9.83,-1.55,1.19,-0.84
-97.90,152.14,125.73,0,-0.02,-0.08,-9.84,-1.56,1.19,-0.84
-97.89,152.18,125.73,0,-0.02,-0.08,-9.85,-1.56,1.19,-0.84
-97.88,152.21,125.73,0,-0.02,-0.08,-9.87,-1.57,1.19,-0.84
-97.87,152.25,125.73,0,-0.02,-0.08,-9.88,-1.58,1.19,-0.84
-97.86,152.28,125.73,0,-0.02,-0.08,-9.89,-1.59,1.19,-0.84
-97.85,152.32,125.73,0,-0.02,-0.08,-9.90,-1.59,1.19,-0.84
-97.84,152.35,125.73,0,-0.02,-0.08,-9.92,-1.60,1.19,-0.84
-97.83,152.36,125.73,0,-0.02,-0.08,-9.92,-1.61,1.19,-0.84
-97.82,152.37,125.72,0,-0.02,-0.08,-9.91,-1.62,1.19,-0.83
-97.81,152.37,125.72,0,-0.02,-0.08,-9.90,-1.62,1.19,-0.81
-97.80,152.37,125.72,0,-0.02,-0.08,-9.89,-1.63,1.19,-0.80
-97.79,152.37,125.72,0,-0.02,-0.08,-9.88,-1.64,1.19,-0.79
-97.78,152.37,125.72,0,-0.02,-0.08,-9.87,-1.65,1.19,-0.77
-97.77,152.37,125.72,0,-0.02,-0.08,-9.86,-1.65,1.19,-0.76
-97.76,152.37,125.72,0,-0.02,-0.08,-9.84,-1.66,1.19,-0.74
-97.75,152.37,125.72,0,-0.02,-0.08,-9.83,-1.67,1.19,-0.73
-97.74,152.37,125.72,0,-0.02,-0.08,-9.82,-1.67,1.19,-0.72
-97.73,152.37,125.71,0,-0.02,-0.08,-9.81,-1.68,1.19,-0.70
-97.72,152.37,125.71,0,-0.02,-0.08,-9.82,-1.68,1.19,-0.70
-97.71,152.37,125.71,0,-0.02,-0.08,-9.82,-1.67,1.20,-0.71
-97.70,152.37,125.71,0,-0.02,-0.08,-9.83,-1.66,1.21,-0.72
-97.69,152.37,125.71,0,-0.02,-0.08,-9.84,-1.66,1.22,-0.72
-97.68,152.37,125.71,0,-0.02,-0.08,-9.85,-1.65,1.22,-0.73
-97.67,152.37,125.71,0,-0.02,-0.08,-9.86,-1.64,1.23,-0.74
-97.66,152.36,125.71,0,-0.02,-0.08,-9.87,-1.63,1.24,-0.74
-97.65,152.36,125.70,0,-0.02,-0.08,-9.87,-1.63,1.24,-0.75
-97.64,152.36,125.70,0,-0.02,-0.08,-9.88,-1.62,1.25,-0.76
-97.63,152.35,125.70,0,-0.02,-0.08,-9.89,-1.61,1.26,-0.77
-97.62,152.35,125.70,0,-0.02,-0.08,-9.89,-1.61,1.26,-0.77
-97.61,152.34,125.70,0,-0.02,-0.08,-9.89,-1.61,1.25,-0.78
-97.60,152.33,125.70,0,-0.02,-0.08,-9.89,-1.61,1.24,-0.79
-97.59,152.32,125.70,0,-0.02,-0.08,-9.89,-1.61,1.23,-0.80
-97.58,152.32,125.70,0,-0.02,-0.08,-9.89,-1.61,1.23,-0.80
-97.57,152.31,125.69,0,-0.02,-0.08,-9.89,-1.61,1.22,-0.81
-97.56,152.30,125.69,0,-0.02,-0.08,-9.89,-1.61,1.21,-0.82
-97.55,152.29,125.69,0,-0.02,-0.08,-9.89,-1.61,1.20,-0.83
-97.54,152.29,125.69,0,-0.02,-0.08,-9.89,-1.61,1.20,-0.83
-97.53,152.28,125.69,0,-0.02,-0.08,-9.89,-1.61,1.19,-0.84
-97.52,152.27,125.69,0,-0.02,-0.08,-9.90,-1.62,1.19,-0.84
-97.51,152.26,125.69,0,-0.02,-0.08,-9.91,-1.62,1.20,-0.84
-97.50,152.25,125.69,0,-0.02,-0.08,-9.92,-1.63,1.21,-0.84
-97.49,152.25,125.69,0,-0.02,-0.08,-9.93,-1.64,1.22,-0.84
-97.48,152.24,125.68,0,-0.02,-0.08,-9.95,-1.64,1.22,-0.84
-97.47,152.23,125.68,0,-0.02,-0.08,-9.96,-1.65,1.23,-0.84
-97.46,152.22,125.68,0,-0.02,-0.08,-9.97,-1.66,1.24,-0.84
-97.45,152.21,125.68,0,-0.02,-0.08,-9.98,-1.67,1.24,-0.84
-97.44,152.20,125.68,0,-0.02,-0.08,-9.99,-1.67,1.25,-0.84
-97.43,152.18,125.68,0,-0.02,-0.08,-10.00,-1.68,1.26,-0.84
-97.42,152.14,125.68,0,-0.02,-0.08,-9.99,-1.68,1.26,-0.84
-97.41,152.11,125.68,0,-0.02,-0.08,-9.98,-1.67,1.26,-0.83
-97.40,152.07,125.68,0,-0.02,-0.08,-9.97,-1.66,1.26,-0.82
-97.39,152.04,125.68,0,-0.02,-0.08,-9.96,-1.65,1.26,-0.82
-97.38,152.00,125.67,0,-0.02,-0.08,-9.94,-1.65,1.26,-0.81
-97.37,151.97,125.67,0,-0.02,-0.08,-9.93,-1.64,1.26,-0.80
-97.36,151.93,125.67,0,-0.02,-0.08,-9.92,-1.63,1.26,-0.79
-97.35,151.90,125.67,0,-0.02,-0.08,-9.90,-1.62,1.26,-0.79
-97.34,151.86,125.67,0,-0.02,-0.08,-9.89,-1.62,1.26,-0.78
-97.33,151.83,125.67,0,-0.02,-0.08,-9.89,-1.61,1.26,-0.77
-97.32,151.79,125.67,0,-0.02,-0.08,-9.90,-1.62,1.26,-0.76
-97.31,151.76,125.67,0,-0.02,-0.08,-9.91,-1.62,1.26,-0.74
-97.30,151.72,125.67,0,-0.02,-0.08,-9.92,-1.63,1.26,-0.73
-97.29,151.69,125.67,0,-0.02,-0.08,-9.93,-1.64,1.26,-0.71
-97.28,151.65,125.66,0,-0.02,-0.08,-9.95,-1.64,1.26,-0.70
-97.27,151.62,125.66,0,-0.02,-0.08,-9.96,-1.65,1.26,-0.68
-97.26,151.58,125.66,0,-0.02,-0.08,-9.97,-1.66,1.26,-0.67
-97.25,151.55,125.66,0,-0.02,-0.08,-9.98,-1.67,1.26,-0.66
-97.24,151.52,125.66,0,-0.02,-0.08,-9.99,-1.67,1.26,-0.64
-97.23,151.52,125.66,0,-0.02,-0.08,-10.00,-1.68,1.26,-0.63
-97.22,151.54,125.66,0,-0.02,-0.08,-10.00,-1.68,1.26,-0.64
-97.21,151.56,125.66,0,-0.02,-0.08,-9.99,-1.68,1.26,-0.65
-97.20,151.58,125.66,0,-0.02,-0.08,-9.98,-1.68,1.26,-0.67
-97.19,151.60,125.66,0,-0.02,-0.08,-9.97,-1.68,1.26,-0.68
-97.18,151.62,125.66,0,-0.02,-0.08,-9.96,-1.68,1.26,-0.70
-97.17,151.65,125.65,0,-0.02,-0.08,-9.96,-1.68,1.26,-0.71
-97.16,151.67,125.65,0,-0.02,-0.08,-9.95,-1.68,1.26,-0.73
-97.15,151.69,125.65,0,-0.02,-0.08,-9.94,-1.68,1.26,-0.74
-97.14,151.71,125.65,0,-0.02,-0.08,-9.93,-1.68,1.26,-0.76
-97.13,151.74,125.65,0,-0.02,-0.08,-9.92,-1.68,1.26,-0.77
-97.12,151.76,125.65,0,-0.02,-0.08,-9.92,-1.68,1.25,-0.77
-97.11,151.78,125.65,0,-0.02,-0.08,-9.92,-1.68,1.25,-0.77
-97.10,151.81,125.65,0,-0.02,-0.08,-9.92,-1.68,1.24,-0.77
-97.09,151.83,125.65,0,-0.02,-0.08,-9.93,-1.68,1.23,-0.77
-97.08,151.85,125.65,0,-0.02,-0.08,-9.93,-1.68,1.22,-0.77
-97.07,151.87,125.65,0,-0.02,-0.08,-9.93,-1.68,1.22,-0.77
-97.06,151.90,125.65,0,-0.02,-0.08,-9.93,-1.68,1.21,-0.77
-97.05,151.92,125.65,0,-0.02,-0.08,-9.93,-1.68,1.20,-0.77
-97.04,151.93,125.65,0,-0.02,-0.08,-9.93,-1.68,1.20,-0.77
-97.03,151.93,125.65,0,-0.02,-0.08,-9.92,-1.68,1.19,-0.77
-97.02,151.91,125.64,1,-0.02,-0.08,-9.91,-1.67,1.19,-0.78
-97.01,151.89,125.64,1,-0.02,-0.08,-9.90,-1.67,1.19,-0.78
-97.00,151.86,125.64,1,-0.02,-0.08,-9.89,-1.66,1.19,-0.79
-96.99,151.84,125.64,1,-0.02,-0.08,-9.88,-1.65,1.19,-0.80
-96.98,151.82,125.64,1,-0.02,-0.08,-9.86,-1.64,1.19,-0.81
-96.97,151.79,125.64,1,-0.02,-0.08,-9.85,-1.64,1.19,-0.81
-96.96,151.77,125.64,1,-0.02,-0.08,-9.84,-1.63,1.19,-0.82
-96.95,151.75,125.64,1,-0.02,-0.08,-9.83,-1.62,1.19,-0.83
-96.94,151.72,125.64,1,-0.02,-0.08,-9.82,-1.62,1.19,-0.83
-96.93,151.70,125.64,1,-0.02,-0.08,-9.81,-1.61,1.19,-0.84
-96.92,151.68,125.64,0,-0.02,-0.08,-9.81,-1.61,1.19,-0.83
-96.91,151.65,125.64,0,-0.02,-0.08,-9.82,-1.61,1.19,-0.83
-96.90,151.63,125.64,0,-0.02,-0.08,-9.82,-1.61,1.19,-0.82
-96.89,151.61,125.64,0,-0.02,-0.08,-9.82,-1.61,1.19,-0.81
-96.88,151.59,125.64,0,-0.02,-0.08,-9.83,-1.61,1.19,-0.80
