Year,Month,Day,Time,Flight_Time_(s),Sync,Temperature_(F),Baro_Press_(atm),Baro_Altitude_ASL_(feet),Baro_Altitude_AGL_(feet),Batt_Volts,Apo_Volts,Main_Volts,3rd_Volts,4th_Volts,Velocity_Up,Velocity_DR,Velocity_CR,Inertial_Altitude,Inertial_DR_Position,Inertial_CR_position,Tilt_Angle_(deg),Future_Angle_(deg),Roll_Angle_(deg),Reserved_1,Reserved_2,Reserved_3,Rocket_FER_Hex,Apo_FER_H  ex,Main_FER_Hex,3rd_FER_Hex,4th_FER_Hex,Liftoff,Apogee,Press_Increasing,Burnout_Coast,Apo_fired,Main_fired,3rd_fired,4th_fired,Normal_Ascent,Accel_Vel_LE_0,ECI_Vvel_le_0,Reserved,Reserved,LT_AGL1,GT_AGL2,LT_FANG1,GT_FANG2,GT_FUTANG,LT_TVAL1,GT_TVAL2,LT_VEL1,GT_VEL2,LT_BVEL1,GT_BURN,Armed,Reserved,Reserved,LT_AGL1,GT_AGL2,LT_FANG1,GT_FANG2,GT_FUTANG,LT_TVAL1,GT_TVAL2,LT_VEL1,GT_VEL2,LT_BVEL1,GT_BURN,Armed,Reserved,Reserved,LT_AGL1,GT_AGL2,LT_FANG1,GT_FANG2,GT_FUTANG,LT_TVAL1,GT_TVAL2,LT_VEL1,GT_VEL2,LT_BVEL1,GT_BURN,Armed,Reserved,Reserved,LT_AGL1,GT_AGL2,LT_FANG1,GT_FANG2,GT_FUTANG,LT_TVAL1,GT_TVAL2,LT_VEL1,GT_VEL2,LT_BVEL1,GT_BURN,Armed,Reserved,Reserved
2024,2,1,29:18.3,-1.78,190,75.9,0.9307,1973.8,-0.8,3.935,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,885,885,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.3,-1.76,210,75.9,0.9307,1974.4,-0.2,3.932,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,885,885,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.4,-1.74,230,75.9,0.9307,1974.4,-0.2,3.935,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,885,885,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.4,-1.72,0,75.9,0.9307,1973.8,-0.8,3.938,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,885,885,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.4,-1.7,20,75.9,0.9306,1976.8,2.1,3.934,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,885,885,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.4,-1.68,40,75.9,0.9306,1977.4,2.7,3.935,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,885,885,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.4,-1.66,60,75.9,0.9307,1974.4,-0.2,3.935,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,885,885,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.5,-1.64,80,75.9,0.9307,1973.8,-0.8,3.935,0.01,3.89,0.01,0.01,0,0,1,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.5,-1.62,100,75.9,0.9306,1975.6,1,3.935,0.01,3.89,0.01,0.01,0,0,1,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.5,-1.6,120,75.9,0.9306,1975.6,1,3.935,0.01,3.89,0.01,0.01,0,0,1,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.5,-1.58,140,75.9,0.9306,1975.6,1,3.939,0.01,3.89,0.01,0.01,1,0,1,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.5,-1.56,160,75.9,0.9306,1975.6,1,3.934,0.01,3.89,0.01,0.01,1,0,1,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.6,-1.54,180,75.9,0.9306,1976.8,2.1,3.935,0.01,3.89,0.01,0.01,1,0,1,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.6,-1.52,200,75.9,0.9306,1976.8,2.1,3.932,0.01,3.89,0.01,0.01,1,0,1,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.6,-1.5,220,75.9,0.9307,1975,0.4,3.935,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.6,-1.48,240,75.9,0.9306,1975.6,1,3.935,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.6,-1.46,10,75.9,0.9308,1971.5,-3.1,3.935,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.7,-1.44,30,75.9,0.9308,1970.9,-3.7,3.934,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.7,-1.42,50,75.9,0.9306,1975.6,1,3.935,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.7,-1.4,70,75.9,0.9306,1975.6,1,3.934,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.7,-1.38,90,75.9,0.9307,1973.8,-0.8,3.935,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.7,-1.36,110,75.9,0.9307,1974.4,-0.2,3.937,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.8,-1.34,130,75.9,0.9307,1974.4,-0.2,3.935,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.8,-1.32,150,75.9,0.9307,1973.8,-0.8,3.939,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.8,-1.3,170,75.9,0.9309,1969.1,-5.5,3.935,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.8,-1.28,190,75.9,0.9308,1969.7,-4.9,3.933,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.8,-1.26,210,75.9,0.9307,1974.4,-0.2,3.934,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.9,-1.24,230,75.9,0.9307,1973.8,-0.8,3.935,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.9,-1.22,0,75.9,0.9306,1977.9,3.3,3.935,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.9,-1.2,20,75.9,0.9305,1978.5,3.9,3.935,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.9,-1.18,40,75.9,0.9306,1975.6,1,3.935,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:18.9,-1.16,60,75.9,0.9306,1975.6,1,3.936,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:19.0,-1.14,80,75.9,0.9307,1973.8,-0.8,3.935,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:19.0,-1.12,100,75.9,0.9307,1974.4,-0.2,3.935,0.01,3.89,0.01,0.01,0,0,1,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:19.0,-1.1,120,75.9,0.9306,1975.6,1,3.934,0.01,3.89,0.01,0.01,0,0,1,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:19.0,-1.08,140,75.9,0.9306,1975.6,1,3.935,0.01,3.89,0.01,0.01,0,0,1,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:19.0,-1.06,160,75.9,0.9307,1973.8,-0.8,3.935,0.01,3.89,0.01,0.01,0,0,1,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:19.1,-1.04,180,75.9,0.9307,1973.8,-0.8,3.933,0.01,3.89,0.01,0.01,0,0,1,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:19.1,-1.02,200,75.9,0.9307,1973.8,-0.8,3.935,0.01,3.89,0.01,0.01,0,0,1,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:19.1,-1,220,75.9,0.9307,1974.4,-0.2,3.935,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:19.1,-0.98,240,75.9,0.9307,1974.4,-0.2,3.936,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,2,1,29:19.1,-0.96,10,75.9,0.9307,1973.8,-0.8,3.935,0.01,3.89,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,200,8c5,8c5,8c5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
